"alpha.water","p_rgh","p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
1,6869.3,6869.3,0,0,0,0,0,0
1,6887.2,6887.2,0,0,0,0.1,0,0
1,6887.2,6887.2,0,0,0,0.1,0,1
1,6869.3,6869.3,0,0,0,0,0,1
1,6958.3,6958.3,0,0,0,0.2,0,0
1,6958.3,6958.3,0,0,0,0.2,0,1
1,7031.3,7031.3,0,0,0,0.3,0,0
1,7031.3,7031.3,0,0,0,0.3,0,1
1,7031.7,7031.7,0,0,0,0.4,0,0
1,7031.7,7031.7,0,0,0,0.4,0,1
1,6954.6,6954.6,0,0,0,0.5,0,0
1,6954.6,6954.6,0,0,0,0.5,0,1
1,6818.3,6818.3,0,0,0,0.6,0,0
1,6818.3,6818.3,0,0,0,0.6,0,1
1,6654.4,6654.4,0,0,0,0.7,0,0
1,6654.4,6654.4,0,0,0,0.7,0,1
1,6482.2,6482.2,0,0,0,0.8,0,0
1,6482.2,6482.2,0,0,0,0.8,0,1
1,6307.5,6307.5,0,0,0,0.9,0,0
1,6307.5,6307.5,0,0,0,0.9,0,1
1,6130.5,6130.5,0,0,0,1,0,0
1,6130.5,6130.5,0,0,0,1,0,1
1,5950.6,5950.6,0,0,0,1.1,0,0
1,5950.6,5950.6,0,0,0,1.1,0,1
1,5767.1,5767.1,0,0,0,1.2,0,0
1,5767.1,5767.1,0,0,0,1.2,0,1
1,5579.5,5579.5,0,0,0,1.3,0,0
1,5579.5,5579.5,0,0,0,1.3,0,1
1,5387.9,5387.9,0,0,0,1.4,0,0
1,5387.9,5387.9,0,0,0,1.4,0,1
1,5193.7,5193.7,0,0,0,1.5,0,0
1,5193.7,5193.7,0,0,0,1.5,0,1
1,4999,4999,0,0,0,1.6,0,0
1,4999,4999,0,0,0,1.6,0,1
1,4806,4806,0,0,0,1.7,0,0
1,4806,4806,0,0,0,1.7,0,1
1,4616.1,4616.1,0,0,0,1.8,0,0
1,4616.1,4616.1,0,0,0,1.8,0,1
1,4431,4431,0,0,0,1.9,0,0
1,4431,4431,0,0,0,1.9,0,1
1,4252,4252,0,0,0,2,0,0
1,4252,4252,0,0,0,2,0,1
1,4081.5,4081.5,0,0,0,2.1,0,0
1,4081.5,4081.5,0,0,0,2.1,0,1
1,3922.9,3922.9,0,0,0,2.2,0,0
1,3922.9,3922.9,0,0,0,2.2,0,1
1,3777.3,3777.3,0,0,0,2.3,0,0
1,3777.3,3777.3,0,0,0,2.3,0,1
1,3643.7,3643.7,0,0,0,2.4,0,0
1,3643.7,3643.7,0,0,0,2.4,0,1
1,3522.3,3522.3,0,0,0,2.5,0,0
1,3522.3,3522.3,0,0,0,2.5,0,1
0.99999,3414.2,3414.2,0,0,0,2.6,0,0
0.99999,3414.2,3414.2,0,0,0,2.6,0,1
0.99999,3318.8,3318.8,0,0,0,2.7,0,0
0.99999,3318.8,3318.8,0,0,0,2.7,0,1
0.99999,3233.3,3233.3,0,0,0,2.8,0,0
0.99999,3233.3,3233.3,0,0,0,2.8,0,1
0.99998,3153.2,3153.2,0,0,0,2.9,0,0
0.99998,3153.2,3153.2,0,0,0,2.9,0,1
0.99998,3074.5,3074.5,0,0,0,3,0,0
0.99998,3074.5,3074.5,0,0,0,3,0,1
0.99997,2995.7,2995.7,0,0,0,3.1,0,0
0.99997,2995.7,2995.7,0,0,0,3.1,0,1
0.99996,2915.7,2915.7,0,0,0,3.2,0,0
0.99996,2915.7,2915.7,0,0,0,3.2,0,1
0.99995,2826.7,2826.7,0,0,0,3.3,0,0
0.99995,2826.7,2826.7,0,0,0,3.3,0,1
0.99994,2709.9,2709.9,0,0,0,3.4,0,0
0.99994,2709.9,2709.9,0,0,0,3.4,0,1
0.99993,2535.5,2535.5,0,0,0,3.5,0,0
0.99993,2535.5,2535.5,0,0,0,3.5,0,1
0.99991,2248.1,2248.1,0,0,0,3.6,0,0
0.99991,2248.1,2248.1,0,0,0,3.6,0,1
0.99989,1755.5,1755.5,0,0,0,3.7,0,0
0.99989,1755.5,1755.5,0,0,0,3.7,0,1
0.99984,855.74,855.74,0,0,0,3.8,0,0
0.99984,855.74,855.74,0,0,0,3.8,0,1
0.99974,-430.86,-430.86,0,0,0,3.9,0,0
0.99974,-430.86,-430.86,0,0,0,3.9,0,1
0.99966,-1128.6,-1128.6,0,0,0,4,0,0
0.99966,-1128.6,-1128.6,0,0,0,4,0,1
