"alpha.water","p_rgh","p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.99747,1184.8,695.56,3.5677,-0.20628,-2.5161e-23,4,0,0
0.87484,1311.5,513.27,3.6068,-0.33646,-2.5161e-23,4,0.1,0
0.87484,1311.5,513.27,3.6068,-0.33646,-2.5161e-23,4,0.1,1
0.99747,1184.8,695.56,3.5677,-0.20628,-2.5161e-23,4,0,1
0.39749,780.19,172.94,4.4984,-0.62597,-3.7847e-20,4,0.2,0
0.39749,780.19,172.94,4.4984,-0.62597,-3.7847e-20,4,0.2,1
0.021393,58.707,3.3488,5.8263,-0.87411,-1.8093e-21,4,0.3,0
0.021393,58.707,3.3488,5.8263,-0.87411,-1.8093e-21,4,0.3,1
2.8477e-06,-4.8876,-8.8228,5.202,-0.75866,3.6025e-20,4,0.4,0
2.8477e-06,-4.8876,-8.8228,5.202,-0.75866,3.6025e-20,4,0.4,1
8.6054e-05,-4.3391,-9.7065,3.5304,-0.52012,-5.464e-20,4,0.5,0
8.6054e-05,-4.3391,-9.7065,3.5304,-0.52012,-5.464e-20,4,0.5,1
0.00042611,-1.8821,-10.4,2.8612,-0.45435,-1.016e-19,4,0.6,0
0.00042611,-1.8821,-10.4,2.8612,-0.45435,-1.016e-19,4,0.6,1
0.00068251,0.28332,-11.266,2.2203,-0.39108,-4.6958e-20,4,0.7,0
0.00068251,0.28332,-11.266,2.2203,-0.39108,-4.6958e-20,4,0.7,1
0.00034103,-1.6884,-12.043,0.88019,-0.34615,-2.2977e-26,4,0.8,0
0.00034103,-1.6884,-12.043,0.88019,-0.34615,-2.2977e-26,4,0.8,1
1.2684e-12,-3.8257,-12.655,-0.13149,-0.34438,-1.1481e-26,4,0.9,0
1.2684e-12,-3.8257,-12.655,-0.13149,-0.34438,-1.1481e-26,4,0.9,1
1.4012e-12,-3.3634,-13.173,-0.30516,-0.45368,-4.2132e-35,4,1,0
1.4012e-12,-3.3634,-13.173,-0.30516,-0.45368,-4.2132e-35,4,1,1
2.6785e-12,-2.9325,-13.724,-0.23574,-0.59689,-9.6551e-20,4,1.1,0
2.6785e-12,-2.9325,-13.724,-0.23574,-0.59689,-9.6551e-20,4,1.1,1
3.817e-12,-2.5665,-14.339,-0.20129,-0.66638,-1.8179e-19,4,1.2,0
3.817e-12,-2.5665,-14.339,-0.20129,-0.66638,-1.8179e-19,4,1.2,1
2.1673e-12,-2.2429,-14.996,-0.18513,-0.70953,-8.5239e-20,4,1.3,0
2.1673e-12,-2.2429,-14.996,-0.18513,-0.70953,-8.5239e-20,4,1.3,1
2.7075e-13,-1.9615,-15.696,-0.1642,-0.74106,-9.9017e-36,4,1.4,0
2.7075e-13,-1.9615,-15.696,-0.1642,-0.74106,-9.9017e-36,4,1.4,1
9.8816e-15,-1.7195,-16.434,-0.14326,-0.76171,-7.349e-37,4,1.5,0
9.8816e-15,-1.7195,-16.434,-0.14326,-0.76171,-7.349e-37,4,1.5,1
2.3689e-16,-1.5117,-17.208,-0.12509,-0.77506,-3.6745e-37,4,1.6,0
2.3689e-16,-1.5117,-17.208,-0.12509,-0.77506,-3.6745e-37,4,1.6,1
3.1595e-18,-1.3333,-18.01,-0.1097,-0.78344,-4.8037e-42,4,1.7,0
3.1595e-18,-1.3333,-18.01,-0.1097,-0.78344,-4.8037e-42,4,1.7,1
6.4343e-20,-1.1798,-18.838,-0.09672,-0.78819,-2.4032e-42,4,1.8,0
6.4343e-20,-1.1798,-18.838,-0.09672,-0.78819,-2.4032e-42,4,1.8,1
1.8145e-21,-1.0477,-19.687,-0.085768,-0.79043,-4.2039e-45,4,1.9,0
1.8145e-21,-1.0477,-19.687,-0.085768,-0.79043,-4.2039e-45,4,1.9,1
4.9981e-23,-0.93379,-20.554,-0.076471,-0.7909,-1.4013e-45,4,2,0
4.9981e-23,-0.93379,-20.554,-0.076471,-0.7909,-1.4013e-45,4,2,1
1.3292e-24,-0.83553,-21.437,-0.068531,-0.79013,-0,4,2.1,0
1.3292e-24,-0.83553,-21.437,-0.068531,-0.79013,-0,4,2.1,1
3.5125e-26,-0.75078,-22.333,-0.06167,-0.78851,-0,4,2.2,0
3.5125e-26,-0.75078,-22.333,-0.06167,-0.78851,-0,4,2.2,1
9.1974e-28,-0.6777,-23.241,-0.055648,-0.78631,-3.3438e-20,4,2.3,0
9.1974e-28,-0.6777,-23.241,-0.055648,-0.78631,-3.3438e-20,4,2.3,1
2.3748e-29,-0.61476,-24.159,-0.050277,-0.78381,-6.2187e-20,4,2.4,0
2.3748e-29,-0.61476,-24.159,-0.050277,-0.78381,-6.2187e-20,4,2.4,1
6.0269e-31,-0.56069,-25.086,-0.045419,-0.78123,-2.875e-20,4,2.5,0
6.0269e-31,-0.56069,-25.086,-0.045419,-0.78123,-2.875e-20,4,2.5,1
1.4982e-32,-0.51436,-26.02,-0.040968,-0.77871,-0,4,2.6,0
1.4982e-32,-0.51436,-26.02,-0.040968,-0.77871,-0,4,2.6,1
3.6463e-34,-0.4748,-26.962,-0.036854,-0.77637,-0,4,2.7,0
3.6463e-34,-0.4748,-26.962,-0.036854,-0.77637,-0,4,2.7,1
8.6926e-36,-0.44118,-27.909,-0.033029,-0.77432,3.0279e-20,4,2.8,0
8.6926e-36,-0.44118,-27.909,-0.033029,-0.77432,3.0279e-20,4,2.8,1
