"alpha.water","p_rgh","p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
1,16146,16146,0,0,0,0,0,0
1,16176,16176,0,0,0,0.1,0,0
1,16176,16176,0,0,0,0.1,0,1
1,16146,16146,0,0,0,0,0,1
1,16189,16189,0,0,0,0.2,0,0
1,16189,16189,0,0,0,0.2,0,1
1,16116,16116,0,0,0,0.3,0,0
1,16116,16116,0,0,0,0.3,0,1
1,15978,15978,0,0,0,0.4,0,0
1,15978,15978,0,0,0,0.4,0,1
1,15790,15790,0,0,0,0.5,0,0
1,15790,15790,0,0,0,0.5,0,1
1,15550,15550,0,0,0,0.6,0,0
1,15550,15550,0,0,0,0.6,0,1
1,15247,15247,0,0,0,0.7,0,0
1,15247,15247,0,0,0,0.7,0,1
1,14865,14865,0,0,0,0.8,0,0
1,14865,14865,0,0,0,0.8,0,1
1,14389,14389,0,0,0,0.9,0,0
1,14389,14389,0,0,0,0.9,0,1
1,13805,13805,0,0,0,1,0,0
1,13805,13805,0,0,0,1,0,1
1,13099,13099,0,0,0,1.1,0,0
1,13099,13099,0,0,0,1.1,0,1
1,12264,12264,0,0,0,1.2,0,0
1,12264,12264,0,0,0,1.2,0,1
1,11303,11303,0,0,0,1.3,0,0
1,11303,11303,0,0,0,1.3,0,1
1,10229,10229,0,0,0,1.4,0,0
1,10229,10229,0,0,0,1.4,0,1
1,9068.8,9068.8,0,0,0,1.5,0,0
1,9068.8,9068.8,0,0,0,1.5,0,1
1,7864.8,7864.8,0,0,0,1.6,0,0
1,7864.8,7864.8,0,0,0,1.6,0,1
1,6674.5,6674.5,0,0,0,1.7,0,0
1,6674.5,6674.5,0,0,0,1.7,0,1
1,5559.8,5559.8,0,0,0,1.8,0,0
1,5559.8,5559.8,0,0,0,1.8,0,1
1,4569.1,4569.1,0,0,0,1.9,0,0
1,4569.1,4569.1,0,0,0,1.9,0,1
0.99999,3729.9,3729.9,0,0,0,2,0,0
0.99999,3729.9,3729.9,0,0,0,2,0,1
0.99997,3037.1,3037.1,0,0,0,2.1,0,0
0.99997,3037.1,3037.1,0,0,0,2.1,0,1
0.99983,2455.1,2455.1,0,0,0,2.2,0,0
0.99983,2455.1,2455.1,0,0,0,2.2,0,1
0.99904,1953.2,1953.2,0,0,0,2.3,0,0
0.99904,1953.2,1953.2,0,0,0,2.3,0,1
0.99737,1472.3,1472.3,0,0,0,2.4,0,0
0.99737,1472.3,1472.3,0,0,0,2.4,0,1
0.93269,1060.8,1060.8,0,0,0,2.5,0,0
0.93269,1060.8,1060.8,0,0,0,2.5,0,1
0.5678,592.87,592.87,0,0,0,2.6,0,0
0.5678,592.87,592.87,0,0,0,2.6,0,1
0.13699,178.16,178.16,0,0,0,2.7,0,0
0.13699,178.16,178.16,0,0,0,2.7,0,1
0.0043053,48.531,48.531,0,0,0,2.8,0,0
0.0043053,48.531,48.531,0,0,0,2.8,0,1
0.00068411,24.971,24.971,0,0,0,2.9,0,0
0.00068411,24.971,24.971,0,0,0,2.9,0,1
8.8363e-05,19.169,19.169,0,0,0,3,0,0
8.8363e-05,19.169,19.169,0,0,0,3,0,1
9.3064e-06,17.023,17.023,0,0,0,3.1,0,0
9.3064e-06,17.023,17.023,0,0,0,3.1,0,1
8.0663e-07,15.29,15.29,0,0,0,3.2,0,0
8.0663e-07,15.29,15.29,0,0,0,3.2,0,1
5.7699e-08,13.794,13.794,0,0,0,3.3,0,0
5.7699e-08,13.794,13.794,0,0,0,3.3,0,1
3.3959e-09,12.586,12.586,0,0,0,3.4,0,0
3.3959e-09,12.586,12.586,0,0,0,3.4,0,1
1.6649e-10,11.617,11.617,0,0,0,3.5,0,0
1.6649e-10,11.617,11.617,0,0,0,3.5,0,1
9.6466e-12,10.85,10.85,0,0,0,3.6,0,0
9.6466e-12,10.85,10.85,0,0,0,3.6,0,1
4.7939e-13,10.257,10.257,0,0,0,3.7,0,0
4.7939e-13,10.257,10.257,0,0,0,3.7,0,1
5.7471e-14,9.8151,9.8151,0,0,0,3.8,0,0
5.7471e-14,9.8151,9.8151,0,0,0,3.8,0,1
2.4632e-15,9.4929,9.4929,0,0,0,3.9,0,0
2.4632e-15,9.4929,9.4929,0,0,0,3.9,0,1
1.4614e-15,9.3555,9.3555,0,0,0,4,0,0
1.4614e-15,9.3555,9.3555,0,0,0,4,0,1
