"alpha.water","p_rgh","p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
1,13022,13022,0,0,0,0,0,0
1,12998,12998,0,0,0,0.1,0,0
1,12998,12998,0,0,0,0.1,0,1
1,13022,13022,0,0,0,0,0,1
1,12898,12898,0,0,0,0.2,0,0
1,12898,12898,0,0,0,0.2,0,1
1,12700,12700,0,0,0,0.3,0,0
1,12700,12700,0,0,0,0.3,0,1
1,12415,12415,0,0,0,0.4,0,0
1,12415,12415,0,0,0,0.4,0,1
1,12042,12042,0,0,0,0.5,0,0
1,12042,12042,0,0,0,0.5,0,1
1,11570,11570,0,0,0,0.6,0,0
1,11570,11570,0,0,0,0.6,0,1
1,10989,10989,0,0,0,0.7,0,0
1,10989,10989,0,0,0,0.7,0,1
1,10284,10284,0,0,0,0.8,0,0
1,10284,10284,0,0,0,0.8,0,1
1,9436.8,9436.8,0,0,0,0.9,0,0
1,9436.8,9436.8,0,0,0,0.9,0,1
1,8435.3,8435.3,0,0,0,1,0,0
1,8435.3,8435.3,0,0,0,1,0,1
1,7253.7,7253.7,0,0,0,1.1,0,0
1,7253.7,7253.7,0,0,0,1.1,0,1
1,5855.2,5855.2,0,0,0,1.2,0,0
1,5855.2,5855.2,0,0,0,1.2,0,1
0.99998,4286.3,4286.3,0,0,0,1.3,0,0
0.99998,4286.3,4286.3,0,0,0,1.3,0,1
0.99829,2743.5,2743.5,0,0,0,1.4,0,0
0.99829,2743.5,2743.5,0,0,0,1.4,0,1
0.9098,1483.9,1483.9,0,0,0,1.5,0,0
0.9098,1483.9,1483.9,0,0,0,1.5,0,1
0.51608,595.71,595.71,0,0,0,1.6,0,0
0.51608,595.71,595.71,0,0,0,1.6,0,1
0.10759,138.45,138.45,0,0,0,1.7,0,0
0.10759,138.45,138.45,0,0,0,1.7,0,1
0.0034692,32.476,32.476,0,0,0,1.8,0,0
0.0034692,32.476,32.476,0,0,0,1.8,0,1
0.00053189,22.189,22.189,0,0,0,1.9,0,0
0.00053189,22.189,22.189,0,0,0,1.9,0,1
6.4975e-05,19.155,19.155,0,0,0,2,0,0
6.4975e-05,19.155,19.155,0,0,0,2,0,1
6.4811e-06,16.777,16.777,0,0,0,2.1,0,0
6.4811e-06,16.777,16.777,0,0,0,2.1,0,1
5.4724e-07,14.988,14.988,0,0,0,2.2,0,0
5.4724e-07,14.988,14.988,0,0,0,2.2,0,1
3.9852e-08,13.667,13.667,0,0,0,2.3,0,0
3.9852e-08,13.667,13.667,0,0,0,2.3,0,1
2.5288e-09,12.599,12.599,0,0,0,2.4,0,0
2.5288e-09,12.599,12.599,0,0,0,2.4,0,1
1.4181e-10,11.719,11.719,0,0,0,2.5,0,0
1.4181e-10,11.719,11.719,0,0,0,2.5,0,1
7.7699e-12,10.988,10.988,0,0,0,2.6,0,0
7.7699e-12,10.988,10.988,0,0,0,2.6,0,1
4.2605e-13,10.373,10.373,0,0,0,2.7,0,0
4.2605e-13,10.373,10.373,0,0,0,2.7,0,1
3.7198e-14,9.8505,9.8505,0,0,0,2.8,0,0
3.7198e-14,9.8505,9.8505,0,0,0,2.8,0,1
1.5627e-15,9.4045,9.4045,0,0,0,2.9,0,0
1.5627e-15,9.4045,9.4045,0,0,0,2.9,0,1
4.4989e-17,9.0221,9.0221,0,0,0,3,0,0
4.4989e-17,9.0221,9.0221,0,0,0,3,0,1
1.175e-18,8.6938,8.6938,0,0,0,3.1,0,0
1.175e-18,8.6938,8.6938,0,0,0,3.1,0,1
2.7077e-20,8.4124,8.4124,0,0,0,3.2,0,0
2.7077e-20,8.4124,8.4124,0,0,0,3.2,0,1
5.4234e-22,8.1721,8.1721,0,0,0,3.3,0,0
5.4234e-22,8.1721,8.1721,0,0,0,3.3,0,1
9.3343e-24,7.9685,7.9685,0,0,0,3.4,0,0
9.3343e-24,7.9685,7.9685,0,0,0,3.4,0,1
1.3586e-25,7.7981,7.7981,0,0,0,3.5,0,0
1.3586e-25,7.7981,7.7981,0,0,0,3.5,0,1
1.635e-27,7.6582,7.6582,0,0,0,3.6,0,0
1.635e-27,7.6582,7.6582,0,0,0,3.6,0,1
1.5734e-29,7.5465,7.5465,0,0,0,3.7,0,0
1.5734e-29,7.5465,7.5465,0,0,0,3.7,0,1
1.1481e-31,7.4619,7.4619,0,0,0,3.8,0,0
1.1481e-31,7.4619,7.4619,0,0,0,3.8,0,1
7.0701e-34,7.4001,7.4001,0,0,0,3.9,0,0
7.0701e-34,7.4001,7.4001,0,0,0,3.9,0,1
3.8388e-34,7.3739,7.3739,0,0,0,4,0,0
3.8388e-34,7.3739,7.3739,0,0,0,4,0,1
