"alpha.water","p_rgh","p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.77785,33911,33530,0,0,0,0,0,0
0.77785,33911,33530,0,0,0,0,0,1
0.8479,33669,32802,0,0,0,0,0.1,1
0.8479,33669,32802,0,0,0,0,0.1,0
0.95885,34496,32595,0,0,0,0,0.2,1
0.95885,34496,32595,0,0,0,0,0.2,0
0.99032,36971,34061,0,0,0,0,0.3,1
0.99032,36971,34061,0,0,0,0,0.3,0
0.98079,38985,35136,0,0,0,0,0.4,1
0.98079,38985,35136,0,0,0,0,0.4,0
0.98284,39123,34301,0,0,0,0,0.5,1
0.98284,39123,34301,0,0,0,0,0.5,0
0.99208,37213,31370,0,0,0,0,0.6,1
0.99208,37213,31370,0,0,0,0,0.6,0
0.99948,33633,26769,0,0,0,0,0.7,1
0.99948,33633,26769,0,0,0,0,0.7,0
0.99969,29066,21221,0,0,0,0,0.8,1
0.99969,29066,21221,0,0,0,0,0.8,0
0.99949,24371,15546,0,0,0,0,0.9,1
0.99949,24371,15546,0,0,0,0,0.9,0
0.99941,20336,10532,0,0,0,0,1,1
0.99941,20336,10532,0,0,0,0,1,0
0.99935,17464,6679.8,0,0,0,0,1.1,1
0.99935,17464,6679.8,0,0,0,0,1.1,0
0.99923,15835,4071.6,0,0,0,0,1.2,1
0.99923,15835,4071.6,0,0,0,0,1.2,0
0.99903,15184,2443.5,0,0,0,0,1.3,1
0.99903,15184,2443.5,0,0,0,0,1.3,0
0.99889,15163,1443.9,0,0,0,0,1.4,1
0.99889,15163,1443.9,0,0,0,0,1.4,0
0.99885,15545,846.62,0,0,0,0,1.5,1
0.99885,15545,846.62,0,0,0,0,1.5,0
0.9988,16185,508.17,0,0,0,0,1.6,1
0.9988,16185,508.17,0,0,0,0,1.6,0
0.99869,16977,321.67,0,0,0,0,1.7,1
0.99869,16977,321.67,0,0,0,0,1.7,0
0.99847,17859,227.74,0,0,0,0,1.8,1
0.99847,17859,227.74,0,0,0,0,1.8,0
0.99797,18799,198.04,0,0,0,0,1.9,1
0.99797,18799,198.04,0,0,0,0,1.9,0
0.99672,19801,245.35,0,0,0,0,2,1
0.99672,19801,245.35,0,0,0,0,2,0
0.99372,20844,373.32,0,0,0,0,2.1,1
0.99372,20844,373.32,0,0,0,0,2.1,0
0.99105,21974,585.36,0,0,0,0,2.2,1
0.99105,21974,585.36,0,0,0,0,2.2,0
0.99039,23250,903.47,0,0,0,0,2.3,1
0.99039,23250,903.47,0,0,0,0,2.3,0
0.99,24528,1219.3,0,0,0,0,2.4,1
0.99,24528,1219.3,0,0,0,0,2.4,0
0.98929,25722,1459.8,0,0,0,0,2.5,1
0.98929,25722,1459.8,0,0,0,0,2.5,0
0.98846,26861,1649,0,0,0,0,2.6,1
0.98846,26861,1649,0,0,0,0,2.6,0
0.98756,27842,1684.1,0,0,0,0,2.7,1
0.98756,27842,1684.1,0,0,0,0,2.7,0
0.9866,28541,1440.8,0,0,0,0,2.8,1
0.9866,28541,1440.8,0,0,0,0,2.8,0
0.85771,25238,895.9,0,0,0,0,2.9,1
0.85771,25238,895.9,0,0,0,0,2.9,0
0.40219,12132,438.19,0,0,0,0,3,1
0.40219,12132,438.19,0,0,0,0,3,0
0.039854,1454.7,230.73,0,0,0,0,3.1,1
0.039854,1454.7,230.73,0,0,0,0,3.1,0
0.0032955,189.27,55.196,0,0,0,0,3.2,1
0.0032955,189.27,55.196,0,0,0,0,3.2,0
0.0018325,45.677,-45.909,0,0,0,0,3.3,1
0.0018325,45.677,-45.909,0,0,0,0,3.3,0
0.0011855,15.382,-57.21,0,0,0,0,3.4,1
0.0011855,15.382,-57.21,0,0,0,0,3.4,0
0.00044242,5.6796,-43.73,0,0,0,0,3.5,1
0.00044242,5.6796,-43.73,0,0,0,0,3.5,0
0.00014471,-1.4751,-41.851,0,0,0,0,3.6,1
0.00014471,-1.4751,-41.851,0,0,0,0,3.6,0
3.2096e-05,-8.7847,-46.236,0,0,0,0,3.7,1
3.2096e-05,-8.7847,-46.236,0,0,0,0,3.7,0
1.1795e-05,-9.1032,-46.82,0,0,0,0,3.8,1
1.1795e-05,-9.1032,-46.82,0,0,0,0,3.8,0
1.0907e-05,-5.8258,-44.502,0,0,0,0,3.9,1
1.0907e-05,-5.8258,-44.502,0,0,0,0,3.9,0
1.0907e-05,-3.8641,-43.036,0,0,0,0,4,1
1.0907e-05,-3.8641,-43.036,0,0,0,0,4,0
