"alpha.water","p_rgh","p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.99962,29296,28805,0,0,0,0,0,0
0.99962,29296,28805,0,0,0,0,0,1
0.99977,28902,27921,0,0,0,0,0.1,1
0.99977,28902,27921,0,0,0,0,0.1,0
0.99993,27957,25995,0,0,0,0,0.2,1
0.99993,27957,25995,0,0,0,0,0.2,0
0.99994,27267,24324,0,0,0,0,0.3,1
0.99994,27267,24324,0,0,0,0,0.3,0
0.99997,27647,23723,0,0,0,0,0.4,1
0.99997,27647,23723,0,0,0,0,0.4,0
0.99999,29187,24282,0,0,0,0,0.5,1
0.99999,29187,24282,0,0,0,0,0.5,0
0.99999,31206,25320,0,0,0,0,0.6,1
0.99999,31206,25320,0,0,0,0,0.6,0
0.99998,32834,25967,0,0,0,0,0.7,1
0.99998,32834,25967,0,0,0,0,0.7,0
0.99998,33656,25808,0,0,0,0,0.8,1
0.99998,33656,25808,0,0,0,0,0.8,0
0.99998,33673,24844,0,0,0,0,0.9,1
0.99998,33673,24844,0,0,0,0,0.9,0
0.99997,33110,23300,0,0,0,0,1,1
0.99997,33110,23300,0,0,0,0,1,0
0.99997,32251,21460,0,0,0,0,1.1,1
0.99997,32251,21460,0,0,0,0,1.1,0
0.99997,31303,19531,0,0,0,0,1.2,1
0.99997,31303,19531,0,0,0,0,1.2,0
0.99997,30360,17607,0,0,0,0,1.3,1
0.99997,30360,17607,0,0,0,0,1.3,0
0.99998,29452,15718,0,0,0,0,1.4,1
0.99998,29452,15718,0,0,0,0,1.4,0
0.99999,28595,13881,0,0,0,0,1.5,1
0.99999,28595,13881,0,0,0,0,1.5,0
1,27808,12112,0,0,0,0,1.6,1
1,27808,12112,0,0,0,0,1.6,0
1,27112,10435,0,0,0,0,1.7,1
1,27112,10435,0,0,0,0,1.7,0
1,26533,8875,0,0,0,0,1.8,1
1,26533,8875,0,0,0,0,1.8,0
1,26094,7455.4,0,0,0,0,1.9,1
1,26094,7455.4,0,0,0,0,1.9,0
1,25818,6197.9,0,0,0,0,2,1
1,25818,6197.9,0,0,0,0,2,0
1,25719,5117.8,0,0,0,0,2.1,1
1,25719,5117.8,0,0,0,0,2.1,0
0.99996,25807,4225.8,0,0,0,0,2.2,1
0.99996,25807,4225.8,0,0,0,0,2.2,0
0.99979,26086,3527.7,0,0,0,0,2.3,1
0.99979,26086,3527.7,0,0,0,0,2.3,0
0.99965,26535,2999.3,0,0,0,0,2.4,1
0.99965,26535,2999.3,0,0,0,0,2.4,0
0.99964,27119,2603.2,0,0,0,0,2.5,1
0.99964,27119,2603.2,0,0,0,0,2.5,0
0.99964,27815,2318.3,0,0,0,0,2.6,1
0.99964,27815,2318.3,0,0,0,0,2.6,0
0.99964,28606,2128.7,0,0,0,0,2.7,1
0.99964,28606,2128.7,0,0,0,0,2.7,0
0.99964,29478,2020.1,0,0,0,0,2.8,1
0.99964,29478,2020.1,0,0,0,0,2.8,0
0.99964,30416,1977,0,0,0,0,2.9,1
0.99964,30416,1977,0,0,0,0,2.9,0
0.99964,31403,1984.1,0,0,0,0,3,1
0.99964,31403,1984.1,0,0,0,0,3,0
0.99972,32428,2025.5,0,0,0,0,3.1,1
0.99972,32428,2025.5,0,0,0,0,3.1,0
0.99989,33469,2080.5,0,0,0,0,3.2,1
0.99989,33469,2080.5,0,0,0,0,3.2,0
0.99999,34491,2118.4,0,0,0,0,3.3,1
0.99999,34491,2118.4,0,0,0,0,3.3,0
0.99968,35444,2100.4,0,0,0,0,3.4,1
0.99968,35444,2100.4,0,0,0,0,3.4,0
0.99845,36257,1976,0,0,0,0,3.5,1
0.99845,36257,1976,0,0,0,0,3.5,0
0.99757,36932,1702,0,0,0,0,3.6,1
0.99757,36932,1702,0,0,0,0,3.6,0
0.99867,37450,1200.7,0,0,0,0,3.7,1
0.99867,37450,1200.7,0,0,0,0,3.7,0
0.95585,36220,608.11,0,0,0,0,3.8,1
0.95585,36220,608.11,0,0,0,0,3.8,0
0.45598,17311,68.37,0,0,0,0,3.9,1
0.45598,17311,68.37,0,0,0,0,3.9,0
0,-163.66,-202.41,0,0,0,0,4,1
0,-163.66,-202.41,0,0,0,0,4,0
