"alpha.water","p_rgh","p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
1,5771.8,5771.8,0,0,0,0,0,0
1,5778.4,5778.4,0,0,0,0.1,0,0
1,5778.4,5778.4,0,0,0,0.1,0,1
1,5771.8,5771.8,0,0,0,0,0,1
1,5821.7,5821.7,0,0,0,0.2,0,0
1,5821.7,5821.7,0,0,0,0.2,0,1
1,5889.1,5889.1,0,0,0,0.3,0,0
1,5889.1,5889.1,0,0,0,0.3,0,1
1,5918.9,5918.9,0,0,0,0.4,0,0
1,5918.9,5918.9,0,0,0,0.4,0,1
1,5880.3,5880.3,0,0,0,0.5,0,0
1,5880.3,5880.3,0,0,0,0.5,0,1
1,5780.9,5780.9,0,0,0,0.6,0,0
1,5780.9,5780.9,0,0,0,0.6,0,1
1,5650.9,5650.9,0,0,0,0.7,0,0
1,5650.9,5650.9,0,0,0,0.7,0,1
1,5515.4,5515.4,0,0,0,0.8,0,0
1,5515.4,5515.4,0,0,0,0.8,0,1
1,5383.7,5383.7,0,0,0,0.9,0,0
1,5383.7,5383.7,0,0,0,0.9,0,1
1,5256,5256,0,0,0,1,0,0
1,5256,5256,0,0,0,1,0,1
1,5130.1,5130.1,0,0,0,1.1,0,0
1,5130.1,5130.1,0,0,0,1.1,0,1
1,5004.3,5004.3,0,0,0,1.2,0,0
1,5004.3,5004.3,0,0,0,1.2,0,1
1,4877.1,4877.1,0,0,0,1.3,0,0
1,4877.1,4877.1,0,0,0,1.3,0,1
1,4748,4748,0,0,0,1.4,0,0
1,4748,4748,0,0,0,1.4,0,1
1,4616.8,4616.8,0,0,0,1.5,0,0
1,4616.8,4616.8,0,0,0,1.5,0,1
1,4483.9,4483.9,0,0,0,1.6,0,0
1,4483.9,4483.9,0,0,0,1.6,0,1
1,4350.7,4350.7,0,0,0,1.7,0,0
1,4350.7,4350.7,0,0,0,1.7,0,1
1,4218.4,4218.4,0,0,0,1.8,0,0
1,4218.4,4218.4,0,0,0,1.8,0,1
1,4088.4,4088.4,0,0,0,1.9,0,0
1,4088.4,4088.4,0,0,0,1.9,0,1
1,3961.7,3961.7,0,0,0,2,0,0
1,3961.7,3961.7,0,0,0,2,0,1
1,3838.8,3838.8,0,0,0,2.1,0,0
1,3838.8,3838.8,0,0,0,2.1,0,1
1,3719.5,3719.5,0,0,0,2.2,0,0
1,3719.5,3719.5,0,0,0,2.2,0,1
1,3602.2,3602.2,0,0,0,2.3,0,0
1,3602.2,3602.2,0,0,0,2.3,0,1
1,3485.6,3485.6,0,0,0,2.4,0,0
1,3485.6,3485.6,0,0,0,2.4,0,1
1,3371.3,3371.3,0,0,0,2.5,0,0
1,3371.3,3371.3,0,0,0,2.5,0,1
0.99999,3263.6,3263.6,0,0,0,2.6,0,0
0.99999,3263.6,3263.6,0,0,0,2.6,0,1
0.99999,3167.2,3167.2,0,0,0,2.7,0,0
0.99999,3167.2,3167.2,0,0,0,2.7,0,1
0.99999,3084.2,3084.2,0,0,0,2.8,0,0
0.99999,3084.2,3084.2,0,0,0,2.8,0,1
0.99998,3012.8,3012.8,0,0,0,2.9,0,0
0.99998,3012.8,3012.8,0,0,0,2.9,0,1
0.99998,2949,2949,0,0,0,3,0,0
0.99998,2949,2949,0,0,0,3,0,1
0.99997,2888.6,2888.6,0,0,0,3.1,0,0
0.99997,2888.6,2888.6,0,0,0,3.1,0,1
0.99996,2829.6,2829.6,0,0,0,3.2,0,0
0.99996,2829.6,2829.6,0,0,0,3.2,0,1
0.99995,2773.3,2773.3,0,0,0,3.3,0,0
0.99995,2773.3,2773.3,0,0,0,3.3,0,1
0.99994,2720.6,2720.6,0,0,0,3.4,0,0
0.99994,2720.6,2720.6,0,0,0,3.4,0,1
0.99992,2669.5,2669.5,0,0,0,3.5,0,0
0.99992,2669.5,2669.5,0,0,0,3.5,0,1
0.9999,2616.8,2616.8,0,0,0,3.6,0,0
0.9999,2616.8,2616.8,0,0,0,3.6,0,1
0.99989,2564.5,2564.5,0,0,0,3.7,0,0
0.99989,2564.5,2564.5,0,0,0,3.7,0,1
0.99987,2495.5,2495.5,0,0,0,3.8,0,0
0.99987,2495.5,2495.5,0,0,0,3.8,0,1
0.99985,2460.1,2460.1,0,0,0,3.9,0,0
0.99985,2460.1,2460.1,0,0,0,3.9,0,1
0.99984,2468.9,2468.9,0,0,0,4,0,0
0.99984,2468.9,2468.9,0,0,0,4,0,1
