"kst","nut","wetDry","S","alpha","H","HU:0","HU:1","HU:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
30,0.0029578,1,0,0.19114,0.17578,0.30004,-0.039683,-2.3551e-27,1.7069,-0.22575,-1.3398e-26,4,0,0
30,0.0029761,1,0,0.22899,0.16205,0.29961,0,0,1.8493,0,0,4.1,0,0
30,0.0030101,1,0,0.2444,0.15808,0.30178,0,0,1.9094,0,0,4.2,0,0
30,0.0030397,1,0,0.26086,0.1541,0.30344,0,0,1.9695,0,0,4.3,0,0
30,0.0030659,1,0,0.27823,0.15018,0.30472,0,0,2.0294,0,0,4.4,0,0
30,0.0030891,1,0,0.29643,0.14636,0.30569,0,0,2.089,0,0,4.5,0,0
30,0.003109,1,0,0.31538,0.14266,0.30634,0,0,2.1477,0,0,4.6,0,0
30,0.0031249,1,0,0.33493,0.13908,0.30661,0,0,2.2048,0,0,4.7,0,0
30,0.0031356,1,0,0.35493,0.13563,0.3064,0,0,2.2594,0,0,4.8,0,0
30,0.0031394,1,0,0.37526,0.13227,0.30555,0,0,2.3104,0,0,4.9,0,0
30,0.003134,1,0,0.39597,0.12894,0.30382,0,0,2.3567,0,0,5,0,0
30,0.0031155,1,0,0.41736,0.12551,0.30083,0,0,2.397,0,0,5.1,0,0
30,0.0030778,1,0,0.44032,0.12179,0.29593,0,0,2.43,0,0,5.2,0,0
30,0.0030114,1,0,0.46665,0.11744,0.28815,0,0,2.4538,0,0,5.3,0,0
30,0.0029008,1,0,0.49987,0.1119,0.27588,0,0,2.4654,0,0,5.4,0,0
30,0.0027218,1,0,0.54705,0.10438,0.25672,0,0,2.459,0,0,5.5,0,0
30,0.0024411,1,0,0.6232,0.093757,0.22747,0,0,2.4244,0,0,5.6,0,0
30,0.0020267,1,0,0.76354,0.078853,0.18533,0,0,2.3444,0,0,5.7,0,0
30,0.0014781,1,0,1.0669,0.059302,0.13117,0,0,2.1942,0,0,5.8,0,0
30,0.0008734,1,0,1.8748,0.037161,0.073944,0,0,1.9429,0,0,5.9,0,0
30,0.00035972,1,0,5.2796,0.017059,0.028531,0,0,1.548,0,0,6,0,0
30,7.305e-05,0.5,0,4.0437,0.0044615,0.0053629,0,0,0.65402,0,0,6.1,0,0
30,0,0,0,0,0.00036158,0,0,0,0,0,0,6.2,0,0
30,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0
30,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0
30,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0
30,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0
30,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0
30,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0
30,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0
30,0,0,0,0,0,0,0,0,0,0,0,8,0,0
30,0.0029578,1,0,0.19114,0.17578,0.30004,-0.039683,-2.3551e-27,1.7069,-0.22575,-1.3398e-26,4,4,0
30,0.0029761,1,0,0.22899,0.16205,0.29961,0,0,1.8493,0,0,4.1,4,0
30,0.0030101,1,0,0.2444,0.15808,0.30178,0,0,1.9094,0,0,4.2,4,0
30,0.0030397,1,0,0.26086,0.1541,0.30344,0,0,1.9695,0,0,4.3,4,0
30,0.0030659,1,0,0.27823,0.15018,0.30472,0,0,2.0294,0,0,4.4,4,0
30,0.0030891,1,0,0.29643,0.14636,0.30569,0,0,2.089,0,0,4.5,4,0
30,0.003109,1,0,0.31538,0.14266,0.30634,0,0,2.1477,0,0,4.6,4,0
30,0.0031249,1,0,0.33493,0.13908,0.30661,0,0,2.2048,0,0,4.7,4,0
30,0.0031356,1,0,0.35493,0.13563,0.3064,0,0,2.2594,0,0,4.8,4,0
30,0.0031394,1,0,0.37526,0.13227,0.30555,0,0,2.3104,0,0,4.9,4,0
30,0.003134,1,0,0.39597,0.12894,0.30382,0,0,2.3567,0,0,5,4,0
30,0.0031155,1,0,0.41736,0.12551,0.30083,0,0,2.397,0,0,5.1,4,0
30,0.0030778,1,0,0.44032,0.12179,0.29593,0,0,2.43,0,0,5.2,4,0
30,0.0030114,1,0,0.46665,0.11744,0.28815,0,0,2.4538,0,0,5.3,4,0
30,0.0029008,1,0,0.49987,0.1119,0.27588,0,0,2.4654,0,0,5.4,4,0
30,0.0027218,1,0,0.54705,0.10438,0.25672,0,0,2.459,0,0,5.5,4,0
30,0.0024411,1,0,0.6232,0.093757,0.22747,0,0,2.4244,0,0,5.6,4,0
30,0.0020267,1,0,0.76354,0.078853,0.18533,0,0,2.3444,0,0,5.7,4,0
30,0.0014781,1,0,1.0669,0.059302,0.13117,0,0,2.1942,0,0,5.8,4,0
30,0.0008734,1,0,1.8748,0.037161,0.073944,0,0,1.9429,0,0,5.9,4,0
30,0.00035972,1,0,5.2796,0.017059,0.028531,0,0,1.548,0,0,6,4,0
30,7.305e-05,0.5,0,4.0437,0.0044615,0.0053629,0,0,0.65402,0,0,6.1,4,0
30,0,0,0,0,0.00036158,0,0,0,0,0,0,6.2,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.3,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.4,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.5,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.6,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.7,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.8,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.9,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.1,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.2,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.3,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.4,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.5,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.6,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.7,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.8,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.9,4,0
30,0,0,0,0,0,0,0,0,0,0,0,8,4,0
30,0.0029578,1,0,0.19114,0.17578,0.30004,-0.039683,-2.3551e-27,1.7069,-0.22575,-1.3398e-26,4,0,1
30,0.0029761,1,0,0.22899,0.16205,0.29961,0,0,1.8493,0,0,4.1,0,1
30,0.0030101,1,0,0.2444,0.15808,0.30178,0,0,1.9094,0,0,4.2,0,1
30,0.0030397,1,0,0.26086,0.1541,0.30344,0,0,1.9695,0,0,4.3,0,1
30,0.0030659,1,0,0.27823,0.15018,0.30472,0,0,2.0294,0,0,4.4,0,1
30,0.0030891,1,0,0.29643,0.14636,0.30569,0,0,2.089,0,0,4.5,0,1
