"kst","nut","wetDry","S","alpha","H","HU:0","HU:1","HU:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
30,0.0028443,1,0,0.19,0.17286,0.28695,-0.036961,-1.9503e-27,1.6601,-0.21383,-1.1283e-26,4,0,0
30,0.0028636,1,0,0.22502,0.16046,0.28783,0,0,1.794,0,0,4.1,0,0
30,0.0028992,1,0,0.23907,0.15695,0.29035,0,0,1.8503,0,0,4.2,0,0
30,0.0029291,1,0,0.25426,0.15328,0.29218,0,0,1.9066,0,0,4.3,0,0
30,0.0029543,1,0,0.27037,0.14959,0.29351,0,0,1.9624,0,0,4.4,0,0
30,0.002976,1,0,0.28729,0.14595,0.29444,0,0,2.0177,0,0,4.5,0,0
30,0.0029948,1,0,0.30489,0.14242,0.29508,0,0,2.0722,0,0,4.6,0,0
30,0.0030108,1,0,0.323,0.13902,0.29545,0,0,2.1256,0,0,4.7,0,0
30,0.0030239,1,0,0.34148,0.13577,0.29557,0,0,2.1773,0,0,4.8,0,0
30,0.0030332,1,0,0.36014,0.13266,0.29535,0,0,2.2266,0,0,4.9,0,0
30,0.0030375,1,0,0.37891,0.12968,0.29469,0,0,2.2727,0,0,5,0,0
30,0.0030348,1,0,0.39783,0.12675,0.29338,0,0,2.3149,0,0,5.1,0,0
30,0.0030218,1,0,0.41727,0.12376,0.29107,0,0,2.3522,0,0,5.2,0,0
30,0.0029933,1,0,0.438,0.12051,0.28723,0,0,2.3836,0,0,5.3,0,0
30,0.0029411,1,0,0.46161,0.11672,0.281,0,0,2.4077,0,0,5.4,0,0
30,0.0028522,1,0,0.49101,0.11191,0.27104,0,0,2.422,0,0,5.5,0,0
30,0.0027057,1,0,0.53182,0.10539,0.25525,0,0,2.4217,0,0,5.6,0,0
30,0.0024713,1,0,0.59562,0.096152,0.23068,0,0,2.3981,0,0,5.7,0,0
30,0.0021141,1,0,0.70907,0.082967,0.19416,0,0,2.3362,0,0,5.8,0,0
30,0.0016186,1,0,0.94184,0.065078,0.14484,0,0,2.2132,0,0,5.9,0,0
30,0.0010311,1,0,1.5262,0.043509,0.088536,0,0,2,0,0,6,0,0
30,0.00048566,1,0,3.5301,0.022407,0.039223,0,0,1.6618,0,0,6.1,0,0
30,0.00012924,1,0,12.868,0.0072501,0.009868,0,0,1.0664,0,0,6.2,0,0
30,6.2924e-06,0.5,0,10.313,0.00089688,0.00060029,0,0,0.33806,0,0,6.3,0,0
30,0,0,0,0,9.0315e-06,0,0,0,0,0,0,6.4,0,0
30,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0
30,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0
30,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0
30,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0
30,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0
30,0,0,0,0,0,0,0,0,0,0,0,8,0,0
30,0.0028443,1,0,0.19,0.17286,0.28695,-0.036961,-1.9503e-27,1.6601,-0.21383,-1.1283e-26,4,4,0
30,0.0028636,1,0,0.22502,0.16046,0.28783,0,0,1.794,0,0,4.1,4,0
30,0.0028992,1,0,0.23907,0.15695,0.29035,0,0,1.8503,0,0,4.2,4,0
30,0.0029291,1,0,0.25426,0.15328,0.29218,0,0,1.9066,0,0,4.3,4,0
30,0.0029543,1,0,0.27037,0.14959,0.29351,0,0,1.9624,0,0,4.4,4,0
30,0.002976,1,0,0.28729,0.14595,0.29444,0,0,2.0177,0,0,4.5,4,0
30,0.0029948,1,0,0.30489,0.14242,0.29508,0,0,2.0722,0,0,4.6,4,0
30,0.0030108,1,0,0.323,0.13902,0.29545,0,0,2.1256,0,0,4.7,4,0
30,0.0030239,1,0,0.34148,0.13577,0.29557,0,0,2.1773,0,0,4.8,4,0
30,0.0030332,1,0,0.36014,0.13266,0.29535,0,0,2.2266,0,0,4.9,4,0
30,0.0030375,1,0,0.37891,0.12968,0.29469,0,0,2.2727,0,0,5,4,0
30,0.0030348,1,0,0.39783,0.12675,0.29338,0,0,2.3149,0,0,5.1,4,0
30,0.0030218,1,0,0.41727,0.12376,0.29107,0,0,2.3522,0,0,5.2,4,0
30,0.0029933,1,0,0.438,0.12051,0.28723,0,0,2.3836,0,0,5.3,4,0
30,0.0029411,1,0,0.46161,0.11672,0.281,0,0,2.4077,0,0,5.4,4,0
30,0.0028522,1,0,0.49101,0.11191,0.27104,0,0,2.422,0,0,5.5,4,0
30,0.0027057,1,0,0.53182,0.10539,0.25525,0,0,2.4217,0,0,5.6,4,0
30,0.0024713,1,0,0.59562,0.096152,0.23068,0,0,2.3981,0,0,5.7,4,0
30,0.0021141,1,0,0.70907,0.082967,0.19416,0,0,2.3362,0,0,5.8,4,0
30,0.0016186,1,0,0.94184,0.065078,0.14484,0,0,2.2132,0,0,5.9,4,0
30,0.0010311,1,0,1.5262,0.043509,0.088536,0,0,2,0,0,6,4,0
30,0.00048566,1,0,3.5301,0.022407,0.039223,0,0,1.6618,0,0,6.1,4,0
30,0.00012924,1,0,12.868,0.0072501,0.009868,0,0,1.0664,0,0,6.2,4,0
30,6.2924e-06,0.5,0,10.313,0.00089688,0.00060029,0,0,0.33806,0,0,6.3,4,0
30,0,0,0,0,9.0315e-06,0,0,0,0,0,0,6.4,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.5,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.6,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.7,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.8,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.9,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.1,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.2,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.3,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.4,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.5,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.6,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.7,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.8,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.9,4,0
30,0,0,0,0,0,0,0,0,0,0,0,8,4,0
30,0.0028443,1,0,0.19,0.17286,0.28695,-0.036961,-1.9503e-27,1.6601,-0.21383,-1.1283e-26,4,0,1
30,0.0028636,1,0,0.22502,0.16046,0.28783,0,0,1.794,0,0,4.1,0,1
30,0.0028992,1,0,0.23907,0.15695,0.29035,0,0,1.8503,0,0,4.2,0,1
30,0.0029291,1,0,0.25426,0.15328,0.29218,0,0,1.9066,0,0,4.3,0,1
30,0.0029543,1,0,0.27037,0.14959,0.29351,0,0,1.9624,0,0,4.4,0,1
30,0.002976,1,0,0.28729,0.14595,0.29444,0,0,2.0177,0,0,4.5,0,1
30,0.0029948,1,0,0.30489,0.14242,0.29508,0,0,2.0722,0,0,4.6,0,1
30,0.0030108,1,0,0.323,0.13902,0.29545,0,0,2.1256,0,0,4.7,0,1
30,0.0030239,1,0,0.34148,0.13577,0.29557,0,0,2.1773,0,0,4.8,0,1
30,0.0030332,1,0,0.36014,0.13266,0.29535,0,0,2.2266,0,0,4.9,0,1
30,0.0030375,1,0,0.37891,0.12968,0.29469,0,0,2.2727,0,0,5,0,1
30,0.0030348,1,0,0.39783,0.12675,0.29338,0,0,2.3149,0,0,5.1,0,1
30,0.0030218,1,0,0.41727,0.12376,0.29107,0,0,2.3522,0,0,5.2,0,1
30,0.0029933,1,0,0.438,0.12051,0.28723,0,0,2.3836,0,0,5.3,0,1
30,0.0029411,1,0,0.46161,0.11672,0.281,0,0,2.4077,0,0,5.4,0,1
30,0.0028522,1,0,0.49101,0.11191,0.27104,0,0,2.422,0,0,5.5,0,1
30,0.0027057,1,0,0.53182,0.10539,0.25525,0,0,2.4217,0,0,5.6,0,1
30,0.0024713,1,0,0.59562,0.096152,0.23068,0,0,2.3981,0,0,5.7,0,1
30,0.0021141,1,0,0.70907,0.082967,0.19416,0,0,2.3362,0,0,5.8,0,1
30,0.0016186,1,0,0.94184,0.065078,0.14484,0,0,2.2132,0,0,5.9,0,1
30,0.0010311,1,0,1.5262,0.043509,0.088536,0,0,2,0,0,6,0,1
30,0.00048566,1,0,3.5301,0.022407,0.039223,0,0,1.6618,0,0,6.1,0,1
30,0.00012924,1,0,12.868,0.0072501,0.009868,0,0,1.0664,0,0,6.2,0,1
30,6.2924e-06,0.5,0,10.313,0.00089688,0.00060029,0,0,0.33806,0,0,6.3,0,1
30,0,0,0,0,9.0315e-06,0,0,0,0,0,0,6.4,0,1
30,0,0,0,0,0,0,0,0,0,0,0,6.5,0,1
30,0,0,0,0,0,0,0,0,0,0,0,6.6,0,1
30,0,0,0,0,0,0,0,0,0,0,0,6.7,0,1
30,0,0,0,0,0,0,0,0,0,0,0,6.8,0,1
30,0,0,0,0,0,0,0,0,0,0,0,6.9,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.1,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.2,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.3,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.4,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.5,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.6,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.7,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.8,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.9,0,1
30,0,0,0,0,0,0,0,0,0,0,0,8,0,1
30,0.0028443,1,0,0.19,0.17286,0.28695,-0.036961,-1.9503e-27,1.6601,-0.21383,-1.1283e-26,4,4,1
30,0.0028636,1,0,0.22502,0.16046,0.28783,0,0,1.794,0,0,4.1,4,1
30,0.0028992,1,0,0.23907,0.15695,0.29035,0,0,1.8503,0,0,4.2,4,1
30,0.0029291,1,0,0.25426,0.15328,0.29218,0,0,1.9066,0,0,4.3,4,1
30,0.0029543,1,0,0.27037,0.14959,0.29351,0,0,1.9624,0,0,4.4,4,1
30,0.002976,1,0,0.28729,0.14595,0.29444,0,0,2.0177,0,0,4.5,4,1
30,0.0029948,1,0,0.30489,0.14242,0.29508,0,0,2.0722,0,0,4.6,4,1
30,0.0030108,1,0,0.323,0.13902,0.29545,0,0,2.1256,0,0,4.7,4,1
30,0.0030239,1,0,0.34148,0.13577,0.29557,0,0,2.1773,0,0,4.8,4,1
