"kst","nut","S","H","HU:0","HU:1","HU:2","Points:0","Points:1","Points:2"
80,1e-06,30,0,0,0,0,0,0,0
80,1e-06,30,0,0,0,0,0,0,1
80,1e-06,30,0,0,0,0,0,4,1
80,1e-06,30,0,0,0,0,0,4,0
