"alpha.water","p_rgh","p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.99062,1440.9,954.97,2.891,-0.12419,7.3958e-24,4,0,0
0.81736,1358.3,641.17,2.9452,-0.18243,7.3958e-24,4,0.1,0
0.81736,1358.3,641.17,2.9452,-0.18243,7.3958e-24,4,0.1,1
0.99062,1440.9,954.97,2.891,-0.12419,7.3958e-24,4,0,1
0.32205,643.77,168.39,3.3898,-0.36397,4.205e-20,4,0.2,0
0.32205,643.77,168.39,3.3898,-0.36397,4.205e-20,4,0.2,1
3.5344e-06,10.991,8.0384,3.3869,-0.42695,1.1113e-19,4,0.3,0
3.5344e-06,10.991,8.0384,3.3869,-0.42695,1.1113e-19,4,0.3,1
9.446e-05,10.17,5.8308,2.4023,-0.58216,6.9086e-20,4,0.4,0
9.446e-05,10.17,5.8308,2.4023,-0.58216,6.9086e-20,4,0.4,1
0.00022666,10.069,4.0335,1.3272,-0.85148,6.2626e-20,4,0.5,0
0.00022666,10.069,4.0335,1.3272,-0.85148,6.2626e-20,4,0.5,1
0.00023068,9.4324,2.2075,0.45221,-0.90153,1.1243e-19,4,0.6,0
0.00023068,9.4324,2.2075,0.45221,-0.90153,1.1243e-19,4,0.6,1
9.7483e-05,8.1035,0.6155,-0.10784,-0.86836,4.9804e-20,4,0.7,0
9.7483e-05,8.1035,0.6155,-0.10784,-0.86836,4.9804e-20,4,0.7,1
8.7546e-13,7.0703,-0.77769,-0.23373,-0.80382,1.2142e-27,4,0.8,0
8.7546e-13,7.0703,-0.77769,-0.23373,-0.80382,1.2142e-27,4,0.8,1
1.2289e-12,6.7197,-2.1093,-0.13615,-0.74001,1.0026e-35,4,0.9,0
1.2289e-12,6.7197,-2.1093,-0.13615,-0.74001,1.0026e-35,4,0.9,1
1.7999e-12,6.3811,-3.4289,-0.087562,-0.68784,1.3774e-35,4,1,0
1.7999e-12,6.3811,-3.4289,-0.087562,-0.68784,1.3774e-35,4,1,1
1.6362e-12,6.0584,-4.7326,-0.091899,-0.64075,8.2125e-20,4,1.1,0
1.6362e-12,6.0584,-4.7326,-0.091899,-0.64075,8.2125e-20,4,1.1,1
7.024e-13,5.7506,-6.0214,-0.085909,-0.6005,1.6066e-19,4,1.2,0
7.024e-13,5.7506,-6.0214,-0.085909,-0.6005,1.6066e-19,4,1.2,1
7.7868e-14,5.457,-7.296,-0.077427,-0.56879,7.8533e-20,4,1.3,0
7.7868e-14,5.457,-7.296,-0.077427,-0.56879,7.8533e-20,4,1.3,1
2.9069e-15,5.1765,-8.5575,-0.070147,-0.54165,3.6867e-38,4,1.4,0
2.9069e-15,5.1765,-8.5575,-0.070147,-0.54165,3.6867e-38,4,1.4,1
1.0372e-16,4.9081,-9.8069,-0.064074,-0.51932,2.5609e-39,4,1.5,0
1.0372e-16,4.9081,-9.8069,-0.064074,-0.51932,2.5609e-39,4,1.5,1
2.5184e-18,4.6504,-11.046,-0.058636,-0.50044,1.2805e-39,4,1.6,0
2.5184e-18,4.6504,-11.046,-0.058636,-0.50044,1.2805e-39,4,1.6,1
3.8085e-20,4.4023,-12.275,-0.053796,-0.48443,2.2421e-44,4,1.7,0
3.8085e-20,4.4023,-12.275,-0.053796,-0.48443,2.2421e-44,4,1.7,1
9.038e-22,4.1628,-13.495,-0.049471,-0.47075,1.121e-44,4,1.8,0
9.038e-22,4.1628,-13.495,-0.049471,-0.47075,1.121e-44,4,1.8,1
2.7855e-23,3.9309,-14.708,-0.045576,-0.45897,0,4,1.9,0
2.7855e-23,3.9309,-14.708,-0.045576,-0.45897,0,4,1.9,1
8.1838e-25,3.706,-15.914,-0.042028,-0.44879,0,4,2,0
8.1838e-25,3.706,-15.914,-0.042028,-0.44879,0,4,2,1
2.318e-26,3.4874,-17.114,-0.038751,-0.43994,0,4,2.1,0
2.318e-26,3.4874,-17.114,-0.038751,-0.43994,0,4,2.1,1
6.4912e-28,3.2743,-18.308,-0.03568,-0.43225,0,4,2.2,0
6.4912e-28,3.2743,-18.308,-0.03568,-0.43225,0,4,2.2,1
1.7896e-29,3.0661,-19.497,-0.032771,-0.42558,1.1032e-19,4,2.3,0
1.7896e-29,3.0661,-19.497,-0.032771,-0.42558,1.1032e-19,4,2.3,1
4.8358e-31,2.8625,-20.682,-0.029994,-0.41985,2.1853e-19,4,2.4,0
4.8358e-31,2.8625,-20.682,-0.029994,-0.41985,2.1853e-19,4,2.4,1
1.277e-32,2.6629,-21.862,-0.027333,-0.41498,1.0821e-19,4,2.5,0
1.277e-32,2.6629,-21.862,-0.027333,-0.41498,1.0821e-19,4,2.5,1
3.2863e-34,2.4668,-23.039,-0.024779,-0.41091,0,4,2.6,0
3.2863e-34,2.4668,-23.039,-0.024779,-0.41091,0,4,2.6,1
8.2405e-36,2.274,-24.213,-0.022336,-0.40758,0,4,2.7,0
8.2405e-36,2.274,-24.213,-0.022336,-0.40758,0,4,2.7,1
2.0148e-37,2.0839,-25.384,-0.020033,-0.40496,-2.0356e-19,4,2.8,0
2.0148e-37,2.0839,-25.384,-0.020033,-0.40496,-2.0356e-19,4,2.8,1
4.8081e-39,1.8965,-26.553,-0.017911,-0.40303,-4.0475e-19,4,2.9,0
4.8081e-39,1.8965,-26.553,-0.017911,-0.40303,-4.0475e-19,4,2.9,1
1.1213e-40,1.7112,-27.719,-0.015968,-0.40176,-2.0119e-19,4,3,0
1.1213e-40,1.7112,-27.719,-0.015968,-0.40176,-2.0119e-19,4,3,1
2.5602e-42,1.5279,-28.883,-0.014042,-0.40115,0,4,3.1,0
2.5602e-42,1.5279,-28.883,-0.014042,-0.40115,0,4,3.1,1
5.7453e-44,1.3463,-30.046,-0.011798,-0.40111,1.9577e-19,4,3.2,0
5.7453e-44,1.3463,-30.046,-0.011798,-0.40111,1.9577e-19,4,3.2,1
1.4013e-45,1.1661,-31.207,-0.0089623,-0.4013,3.9018e-19,4,3.3,0
1.4013e-45,1.1661,-31.207,-0.0089623,-0.4013,3.9018e-19,4,3.3,1
0,0.9873,-32.367,-0.0057051,-0.40126,1.9441e-19,4,3.4,0
0,0.9873,-32.367,-0.0057051,-0.40126,1.9441e-19,4,3.4,1
0,0.80943,-33.526,-0.0027222,-0.40101,-9.6369e-20,4,3.5,0
0,0.80943,-33.526,-0.0027222,-0.40101,-9.6369e-20,4,3.5,1
0,0.63224,-34.684,-0.0007505,-0.40084,-1.9224e-19,4,3.6,0
0,0.63224,-34.684,-0.0007505,-0.40084,-1.9224e-19,4,3.6,1
0,0.45599,-35.841,6.9024e-05,-0.40001,-2.867e-19,4,3.7,0
0,0.45599,-35.841,6.9024e-05,-0.40001,-2.867e-19,4,3.7,1
0,0.28059,-36.997,0.00018731,-0.39809,-3.8353e-19,4,3.8,0
0,0.28059,-36.997,0.00018731,-0.39809,-3.8353e-19,4,3.8,1
0,0.10347,-38.156,9.5146e-05,-0.39826,-1.927e-19,4,3.9,0
0,0.10347,-38.156,9.5146e-05,-0.39826,-1.927e-19,4,3.9,1
0,0.013936,-38.736,4.2307e-05,-0.39957,0,4,4,0
0,0.013936,-38.736,4.2307e-05,-0.39957,0,4,4,1
