"kst","nut","wetDry","S","alpha","H","HU:0","HU:1","HU:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
30,0.0017454,1,0,0.21379,0.12928,0.16501,-0.010722,1.4273e-24,1.2764,-0.082933,1.104e-23,4,0,0
30,0.0017698,1,0,0.21775,0.1304,0.17179,0,0,1.3174,0,0,4.1,0,0
30,0.0018166,1,0,0.22128,0.13101,0.17651,0,0,1.3472,0,0,4.2,0,0
30,0.0018601,1,0,0.22668,0.131,0.18075,0,0,1.3798,0,0,4.3,0,0
30,0.0019022,1,0,0.23333,0.13061,0.18475,0,0,1.4146,0,0,4.4,0,0
30,0.0019436,1,0,0.24081,0.13,0.18862,0,0,1.4509,0,0,4.5,0,0
30,0.0019841,1,0,0.24884,0.12928,0.19236,0,0,1.488,0,0,4.6,0,0
30,0.0020231,1,0,0.25721,0.12847,0.19595,0,0,1.5253,0,0,4.7,0,0
30,0.0020601,1,0,0.26583,0.1276,0.19931,0,0,1.5621,0,0,4.8,0,0
30,0.0020944,1,0,0.27463,0.12666,0.20239,0,0,1.598,0,0,4.9,0,0
30,0.0021255,1,0,0.28355,0.12566,0.20515,0,0,1.6326,0,0,5,0,0
30,0.0021532,1,0,0.29257,0.1246,0.20754,0,0,1.6657,0,0,5.1,0,0
30,0.0021772,1,0,0.30166,0.12349,0.20957,0,0,1.6971,0,0,5.2,0,0
30,0.0021977,1,0,0.31079,0.12233,0.21123,0,0,1.7268,0,0,5.3,0,0
30,0.0022146,1,0,0.31996,0.12114,0.21253,0,0,1.7546,0,0,5.4,0,0
30,0.0022281,1,0,0.32913,0.11991,0.2135,0,0,1.7806,0,0,5.5,0,0
30,0.0022386,1,0,0.33832,0.11865,0.21415,0,0,1.8049,0,0,5.6,0,0
30,0.0022462,1,0,0.34754,0.11738,0.21451,0,0,1.8276,0,0,5.7,0,0
30,0.0022513,1,0,0.35682,0.11608,0.21461,0,0,1.8489,0,0,5.8,0,0
30,0.002254,1,0,0.36625,0.11476,0.21447,0,0,1.869,0,0,5.9,0,0
30,0.0022544,1,0,0.3759,0.1134,0.2141,0,0,1.8881,0,0,6,0,0
30,0.0022526,1,0,0.38595,0.11199,0.21349,0,0,1.9064,0,0,6.1,0,0
30,0.0022482,1,0,0.3966,0.1105,0.21261,0,0,1.9242,0,0,6.2,0,0
30,0.0022406,1,0,0.40812,0.10888,0.21139,0,0,1.9416,0,0,6.3,0,0
30,0.0022288,1,0,0.42091,0.10709,0.20972,0,0,1.9585,0,0,6.4,0,0
30,0.0022112,1,0,0.43552,0.10504,0.20743,0,0,1.9749,0,0,6.5,0,0
30,0.002185,1,0,0.45277,0.10262,0.20425,0,0,1.9904,0,0,6.6,0,0
30,0.002146,1,0,0.47397,0.099673,0.19973,0,0,2.004,0,0,6.7,0,0
30,0.0020864,1,0,0.50142,0.095905,0.19313,0,0,2.0138,0,0,6.8,0,0
30,0.0019928,1,0,0.53969,0.09084,0.18314,0,0,2.016,0,0,6.9,0,0
30,0.0018422,1,0,0.59881,0.083654,0.16757,0,0,2.0025,0,0,7,0,0
30,0.0016024,1,0,0.70301,0.073148,0.14349,0,0,1.959,0,0,7.1,0,0
30,0.0012484,1,0,0.9181,0.058227,0.10898,0,0,1.8619,0,0,7.2,0,0
30,0.00080404,1,0,1.4649,0.039356,0.067322,0,0,1.6805,0,0,7.3,0,0
30,0.00037551,1,0,3.4362,0.020162,0.029487,0,0,1.3803,0,0,7.4,0,0
30,9.5846e-05,1,0,12.831,0.0062908,0.0070367,0,0,0.85078,0,0,7.5,0,0
30,3.9173e-06,0.5,0,10.327,0.00071056,0.00035658,0,0,0.2528,0,0,7.6,0,0
30,0,0,0,0,5.2851e-06,0,0,0,0,0,0,7.7,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0
30,0,0,0,0,0,0,0,0,0,0,0,8,0,0
30,0.0017454,1,0,0.21379,0.12928,0.16501,-0.010722,1.4273e-24,1.2764,-0.082933,1.104e-23,4,4,0
30,0.0017698,1,0,0.21775,0.1304,0.17179,0,0,1.3174,0,0,4.1,4,0
30,0.0018166,1,0,0.22128,0.13101,0.17651,0,0,1.3472,0,0,4.2,4,0
30,0.0018601,1,0,0.22668,0.131,0.18075,0,0,1.3798,0,0,4.3,4,0
30,0.0019022,1,0,0.23333,0.13061,0.18475,0,0,1.4146,0,0,4.4,4,0
30,0.0019436,1,0,0.24081,0.13,0.18862,0,0,1.4509,0,0,4.5,4,0
30,0.0019841,1,0,0.24884,0.12928,0.19236,0,0,1.488,0,0,4.6,4,0
30,0.0020231,1,0,0.25721,0.12847,0.19595,0,0,1.5253,0,0,4.7,4,0
30,0.0020601,1,0,0.26583,0.1276,0.19931,0,0,1.5621,0,0,4.8,4,0
30,0.0020944,1,0,0.27463,0.12666,0.20239,0,0,1.598,0,0,4.9,4,0
30,0.0021255,1,0,0.28355,0.12566,0.20515,0,0,1.6326,0,0,5,4,0
30,0.0021532,1,0,0.29257,0.1246,0.20754,0,0,1.6657,0,0,5.1,4,0
30,0.0021772,1,0,0.30166,0.12349,0.20957,0,0,1.6971,0,0,5.2,4,0
30,0.0021977,1,0,0.31079,0.12233,0.21123,0,0,1.7268,0,0,5.3,4,0
