"kst","nut","wetDry","S","alpha","H","HU:0","HU:1","HU:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
30,0.0041086,1,0,2.0721,0.071609,-0.42083,0,0,-5.8767,0,0,4,0,0
30,0.0055291,1,0,1.6243,0.094197,-0.57984,0,0,-6.1016,0,0,4.1,0,0
30,0.0084317,1,0,0.99109,0.13959,-0.91082,0,0,-6.4971,0,0,4.2,0,0
30,0.011421,1,0,0.70336,0.18558,-1.2632,0,0,-6.7913,0,0,4.3,0,0
30,0.014375,1,0,0.53904,0.23128,-1.6216,0,0,-7.003,0,0,4.4,0,0
30,0.01716,1,0,0.4363,0.27507,-1.9682,0,0,-7.1508,0,0,4.5,0,0
30,0.019708,1,0,0.36721,0.3162,-2.2927,0,0,-7.2484,0,0,4.6,0,0
30,0.021998,1,0,0.31784,0.35455,-2.5909,0,0,-7.3065,0,0,4.7,0,0
30,0.02404,1,0,0.2807,0.39039,-2.8629,0,0,-7.3332,0,0,4.8,0,0
30,0.025863,1,0,0.25147,0.42416,-3.111,0,0,-7.3347,0,0,4.9,0,0
30,0.027497,1,0,0.22761,0.45637,-3.3386,0,0,-7.316,0,0,5,0,0
30,0.028976,1,0,0.2075,0.48753,-3.5493,0,0,-7.2808,0,0,5.1,0,0
30,0.030328,1,0,0.19014,0.51806,-3.7464,0,0,-7.2323,0,0,5.2,0,0
30,0.031578,1,0,0.17486,0.54835,-3.9328,0,0,-7.1729,0,0,5.3,0,0
30,0.032747,1,0,0.16122,0.57869,-4.1108,0,0,-7.1046,0,0,5.4,0,0
30,0.033848,1,0,0.14892,0.60932,-4.2822,0,0,-7.0288,0,0,5.5,0,0
30,0.034894,1,0,0.13775,0.64042,-4.4482,0,0,-6.9468,0,0,5.6,0,0
30,0.035892,1,0,0.12754,0.67212,-4.6099,0,0,-6.8598,0,0,5.7,0,0
30,0.036847,1,0,0.11819,0.7045,-4.7676,0,0,-6.7684,0,0,5.8,0,0
30,0.037763,1,0,0.10961,0.73762,-4.9217,0,0,-6.6735,0,0,5.9,0,0
30,0.038642,1,0,0.10171,0.77152,-5.0723,0,0,-6.5755,0,0,6,0,0
30,0.039483,1,0,0.094449,0.80621,-5.2192,0,0,-6.4748,0,0,6.1,0,0
30,0.040286,1,0,0.087758,0.84167,-5.3622,0,0,-6.372,0,0,6.2,0,0
30,0.041051,1,0,0.081593,0.87789,-5.5011,0,0,-6.2674,0,0,6.3,0,0
30,0.041775,1,0,0.075913,0.91485,-5.6356,0,0,-6.1612,0,0,6.4,0,0
30,0.042458,1,0,0.070677,0.95249,-5.7652,0,0,-6.0539,0,0,6.5,0,0
30,0.043099,1,0,0.06585,0.99078,-5.8898,0,0,-5.9456,0,0,6.6,0,0
30,0.043694,1,0,0.061402,1.0297,-6.0087,0,0,-5.8367,0,0,6.7,0,0
30,0.044245,1,0,0.057301,1.0691,-6.1219,0,0,-5.7274,0,0,6.8,0,0
30,0.044749,1,0,0.053523,1.1089,-6.2288,0,0,-5.6182,0,0,6.9,0,0
30,0.045205,1,0,0.050044,1.149,-6.3292,0,0,-5.5092,0,0,7,0,0
30,0.045614,1,0,0.046842,1.1894,-6.4228,0,0,-5.4008,0,0,7.1,0,0
30,0.045973,1,0,0.0439,1.2299,-6.5093,0,0,-5.2935,0,0,7.2,0,0
30,0.046284,1,0,0.0412,1.2702,-6.5885,0,0,-5.1877,0,0,7.3,0,0
30,0.046547,1,0,0.038731,1.3103,-6.6603,0,0,-5.0839,0,0,7.4,0,0
30,0.046764,1,0,0.03648,1.3497,-6.7244,0,0,-4.9828,0,0,7.5,0,0
30,0.046935,1,0,0.034439,1.3882,-6.7809,0,0,-4.8852,0,0,7.6,0,0
30,0.047063,1,0,0.032603,1.4254,-6.8298,0,0,-4.7919,0,0,7.7,0,0
30,0.047154,1,0,0.030968,1.4608,-6.8713,0,0,-4.7042,0,0,7.8,0,0
30,0.04721,1,0,0.029535,1.4938,-6.9056,0,0,-4.6233,0,0,7.9,0,0
30,0.047231,1,0,0.01514,2,-7,0,0,-3.5,0,0,8,0,0
30,0.0041086,1,0,2.0721,0.071609,-0.42083,0,0,-5.8767,0,0,4,4,0
30,0.0055291,1,0,1.6243,0.094197,-0.57984,0,0,-6.1016,0,0,4.1,4,0
30,0.0084317,1,0,0.99109,0.13959,-0.91082,0,0,-6.4971,0,0,4.2,4,0
30,0.011421,1,0,0.70336,0.18558,-1.2632,0,0,-6.7913,0,0,4.3,4,0
30,0.014375,1,0,0.53904,0.23128,-1.6216,0,0,-7.003,0,0,4.4,4,0
30,0.01716,1,0,0.4363,0.27507,-1.9682,0,0,-7.1508,0,0,4.5,4,0
30,0.019708,1,0,0.36721,0.3162,-2.2927,0,0,-7.2484,0,0,4.6,4,0
30,0.021998,1,0,0.31784,0.35455,-2.5909,0,0,-7.3065,0,0,4.7,4,0
30,0.02404,1,0,0.2807,0.39039,-2.8629,0,0,-7.3332,0,0,4.8,4,0
30,0.025863,1,0,0.25147,0.42416,-3.111,0,0,-7.3347,0,0,4.9,4,0
30,0.027497,1,0,0.22761,0.45637,-3.3386,0,0,-7.316,0,0,5,4,0
30,0.028976,1,0,0.2075,0.48753,-3.5493,0,0,-7.2808,0,0,5.1,4,0
30,0.030328,1,0,0.19014,0.51806,-3.7464,0,0,-7.2323,0,0,5.2,4,0
30,0.031578,1,0,0.17486,0.54835,-3.9328,0,0,-7.1729,0,0,5.3,4,0
30,0.032747,1,0,0.16122,0.57869,-4.1108,0,0,-7.1046,0,0,5.4,4,0
30,0.033848,1,0,0.14892,0.60932,-4.2822,0,0,-7.0288,0,0,5.5,4,0
30,0.034894,1,0,0.13775,0.64042,-4.4482,0,0,-6.9468,0,0,5.6,4,0
30,0.035892,1,0,0.12754,0.67212,-4.6099,0,0,-6.8598,0,0,5.7,4,0
30,0.036847,1,0,0.11819,0.7045,-4.7676,0,0,-6.7684,0,0,5.8,4,0
30,0.037763,1,0,0.10961,0.73762,-4.9217,0,0,-6.6735,0,0,5.9,4,0
30,0.038642,1,0,0.10171,0.77152,-5.0723,0,0,-6.5755,0,0,6,4,0
30,0.039483,1,0,0.094449,0.80621,-5.2192,0,0,-6.4748,0,0,6.1,4,0
30,0.040286,1,0,0.087758,0.84167,-5.3622,0,0,-6.372,0,0,6.2,4,0
30,0.041051,1,0,0.081593,0.87789,-5.5011,0,0,-6.2674,0,0,6.3,4,0
30,0.041775,1,0,0.075913,0.91485,-5.6356,0,0,-6.1612,0,0,6.4,4,0
30,0.042458,1,0,0.070677,0.95249,-5.7652,0,0,-6.0539,0,0,6.5,4,0
30,0.043099,1,0,0.06585,0.99078,-5.8898,0,0,-5.9456,0,0,6.6,4,0
30,0.043694,1,0,0.061402,1.0297,-6.0087,0,0,-5.8367,0,0,6.7,4,0
30,0.044245,1,0,0.057301,1.0691,-6.1219,0,0,-5.7274,0,0,6.8,4,0
30,0.044749,1,0,0.053523,1.1089,-6.2288,0,0,-5.6182,0,0,6.9,4,0
30,0.045205,1,0,0.050044,1.149,-6.3292,0,0,-5.5092,0,0,7,4,0
30,0.045614,1,0,0.046842,1.1894,-6.4228,0,0,-5.4008,0,0,7.1,4,0
30,0.045973,1,0,0.0439,1.2299,-6.5093,0,0,-5.2935,0,0,7.2,4,0
30,0.046284,1,0,0.0412,1.2702,-6.5885,0,0,-5.1877,0,0,7.3,4,0
30,0.046547,1,0,0.038731,1.3103,-6.6603,0,0,-5.0839,0,0,7.4,4,0
30,0.046764,1,0,0.03648,1.3497,-6.7244,0,0,-4.9828,0,0,7.5,4,0
30,0.046935,1,0,0.034439,1.3882,-6.7809,0,0,-4.8852,0,0,7.6,4,0
30,0.047063,1,0,0.032603,1.4254,-6.8298,0,0,-4.7919,0,0,7.7,4,0
30,0.047154,1,0,0.030968,1.4608,-6.8713,0,0,-4.7042,0,0,7.8,4,0
30,0.04721,1,0,0.029535,1.4938,-6.9056,0,0,-4.6233,0,0,7.9,4,0
30,0.047231,1,0,0.01514,2,-7,0,0,-3.5,0,0,8,4,0
30,0.0041086,1,0,2.0721,0.071609,-0.42083,0,0,-5.8767,0,0,4,0,1
30,0.0055291,1,0,1.6243,0.094197,-0.57984,0,0,-6.1016,0,0,4.1,0,1
30,0.0084317,1,0,0.99109,0.13959,-0.91082,0,0,-6.4971,0,0,4.2,0,1
30,0.011421,1,0,0.70336,0.18558,-1.2632,0,0,-6.7913,0,0,4.3,0,1
30,0.014375,1,0,0.53904,0.23128,-1.6216,0,0,-7.003,0,0,4.4,0,1
30,0.01716,1,0,0.4363,0.27507,-1.9682,0,0,-7.1508,0,0,4.5,0,1
30,0.019708,1,0,0.36721,0.3162,-2.2927,0,0,-7.2484,0,0,4.6,0,1
30,0.021998,1,0,0.31784,0.35455,-2.5909,0,0,-7.3065,0,0,4.7,0,1
30,0.02404,1,0,0.2807,0.39039,-2.8629,0,0,-7.3332,0,0,4.8,0,1
30,0.025863,1,0,0.25147,0.42416,-3.111,0,0,-7.3347,0,0,4.9,0,1
30,0.027497,1,0,0.22761,0.45637,-3.3386,0,0,-7.316,0,0,5,0,1
30,0.028976,1,0,0.2075,0.48753,-3.5493,0,0,-7.2808,0,0,5.1,0,1
30,0.030328,1,0,0.19014,0.51806,-3.7464,0,0,-7.2323,0,0,5.2,0,1
30,0.031578,1,0,0.17486,0.54835,-3.9328,0,0,-7.1729,0,0,5.3,0,1
30,0.032747,1,0,0.16122,0.57869,-4.1108,0,0,-7.1046,0,0,5.4,0,1
30,0.033848,1,0,0.14892,0.60932,-4.2822,0,0,-7.0288,0,0,5.5,0,1
30,0.034894,1,0,0.13775,0.64042,-4.4482,0,0,-6.9468,0,0,5.6,0,1
30,0.035892,1,0,0.12754,0.67212,-4.6099,0,0,-6.8598,0,0,5.7,0,1
30,0.036847,1,0,0.11819,0.7045,-4.7676,0,0,-6.7684,0,0,5.8,0,1
30,0.037763,1,0,0.10961,0.73762,-4.9217,0,0,-6.6735,0,0,5.9,0,1
30,0.038642,1,0,0.10171,0.77152,-5.0723,0,0,-6.5755,0,0,6,0,1
30,0.039483,1,0,0.094449,0.80621,-5.2192,0,0,-6.4748,0,0,6.1,0,1
30,0.040286,1,0,0.087758,0.84167,-5.3622,0,0,-6.372,0,0,6.2,0,1
30,0.041051,1,0,0.081593,0.87789,-5.5011,0,0,-6.2674,0,0,6.3,0,1
30,0.041775,1,0,0.075913,0.91485,-5.6356,0,0,-6.1612,0,0,6.4,0,1
30,0.042458,1,0,0.070677,0.95249,-5.7652,0,0,-6.0539,0,0,6.5,0,1
30,0.043099,1,0,0.06585,0.99078,-5.8898,0,0,-5.9456,0,0,6.6,0,1
30,0.043694,1,0,0.061402,1.0297,-6.0087,0,0,-5.8367,0,0,6.7,0,1
30,0.044245,1,0,0.057301,1.0691,-6.1219,0,0,-5.7274,0,0,6.8,0,1
30,0.044749,1,0,0.053523,1.1089,-6.2288,0,0,-5.6182,0,0,6.9,0,1
30,0.045205,1,0,0.050044,1.149,-6.3292,0,0,-5.5092,0,0,7,0,1
30,0.045614,1,0,0.046842,1.1894,-6.4228,0,0,-5.4008,0,0,7.1,0,1
30,0.045973,1,0,0.0439,1.2299,-6.5093,0,0,-5.2935,0,0,7.2,0,1
30,0.046284,1,0,0.0412,1.2702,-6.5885,0,0,-5.1877,0,0,7.3,0,1
30,0.046547,1,0,0.038731,1.3103,-6.6603,0,0,-5.0839,0,0,7.4,0,1
30,0.046764,1,0,0.03648,1.3497,-6.7244,0,0,-4.9828,0,0,7.5,0,1
30,0.046935,1,0,0.034439,1.3882,-6.7809,0,0,-4.8852,0,0,7.6,0,1
30,0.047063,1,0,0.032603,1.4254,-6.8298,0,0,-4.7919,0,0,7.7,0,1
30,0.047154,1,0,0.030968,1.4608,-6.8713,0,0,-4.7042,0,0,7.8,0,1
30,0.04721,1,0,0.029535,1.4938,-6.9056,0,0,-4.6233,0,0,7.9,0,1
30,0.047231,1,0,0.01514,2,-7,0,0,-3.5,0,0,8,0,1
30,0.0041086,1,0,2.0721,0.071609,-0.42083,0,0,-5.8767,0,0,4,4,1
30,0.0055291,1,0,1.6243,0.094197,-0.57984,0,0,-6.1016,0,0,4.1,4,1
30,0.0084317,1,0,0.99109,0.13959,-0.91082,0,0,-6.4971,0,0,4.2,4,1
30,0.011421,1,0,0.70336,0.18558,-1.2632,0,0,-6.7913,0,0,4.3,4,1
30,0.014375,1,0,0.53904,0.23128,-1.6216,0,0,-7.003,0,0,4.4,4,1
30,0.01716,1,0,0.4363,0.27507,-1.9682,0,0,-7.1508,0,0,4.5,4,1
30,0.019708,1,0,0.36721,0.3162,-2.2927,0,0,-7.2484,0,0,4.6,4,1
30,0.021998,1,0,0.31784,0.35455,-2.5909,0,0,-7.3065,0,0,4.7,4,1
30,0.02404,1,0,0.2807,0.39039,-2.8629,0,0,-7.3332,0,0,4.8,4,1
30,0.025863,1,0,0.25147,0.42416,-3.111,0,0,-7.3347,0,0,4.9,4,1
30,0.027497,1,0,0.22761,0.45637,-3.3386,0,0,-7.316,0,0,5,4,1
30,0.028976,1,0,0.2075,0.48753,-3.5493,0,0,-7.2808,0,0,5.1,4,1
30,0.030328,1,0,0.19014,0.51806,-3.7464,0,0,-7.2323,0,0,5.2,4,1
30,0.031578,1,0,0.17486,0.54835,-3.9328,0,0,-7.1729,0,0,5.3,4,1
30,0.032747,1,0,0.16122,0.57869,-4.1108,0,0,-7.1046,0,0,5.4,4,1
30,0.033848,1,0,0.14892,0.60932,-4.2822,0,0,-7.0288,0,0,5.5,4,1
30,0.034894,1,0,0.13775,0.64042,-4.4482,0,0,-6.9468,0,0,5.6,4,1
30,0.035892,1,0,0.12754,0.67212,-4.6099,0,0,-6.8598,0,0,5.7,4,1
30,0.036847,1,0,0.11819,0.7045,-4.7676,0,0,-6.7684,0,0,5.8,4,1
30,0.037763,1,0,0.10961,0.73762,-4.9217,0,0,-6.6735,0,0,5.9,4,1
30,0.038642,1,0,0.10171,0.77152,-5.0723,0,0,-6.5755,0,0,6,4,1
30,0.039483,1,0,0.094449,0.80621,-5.2192,0,0,-6.4748,0,0,6.1,4,1
30,0.040286,1,0,0.087758,0.84167,-5.3622,0,0,-6.372,0,0,6.2,4,1
30,0.041051,1,0,0.081593,0.87789,-5.5011,0,0,-6.2674,0,0,6.3,4,1
30,0.041775,1,0,0.075913,0.91485,-5.6356,0,0,-6.1612,0,0,6.4,4,1
30,0.042458,1,0,0.070677,0.95249,-5.7652,0,0,-6.0539,0,0,6.5,4,1
