"alpha.water","p_rgh","p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0,-0.60448,-39.844,0,-1.0982,0,0,4,0
0,-0.60448,-39.844,0,-1.0982,0,0,4,1
0,-0.60192,-39.842,0,-1.0959,0,0.1,4,1
0,-0.60192,-39.842,0,-1.0959,0,0.1,4,0
0,-0.59396,-39.834,0,-1.0886,0,0.2,4,1
0,-0.59396,-39.834,0,-1.0886,0,0.2,4,0
0,-0.58059,-39.821,0,-1.0763,0,0.3,4,1
0,-0.58059,-39.821,0,-1.0763,0,0.3,4,0
0,-0.56229,-39.802,0,-1.0591,0,0.4,4,1
0,-0.56229,-39.802,0,-1.0591,0,0.4,4,0
0,-0.53948,-39.779,0,-1.0374,0,0.5,4,1
0,-0.53948,-39.779,0,-1.0374,0,0.5,4,0
0,-0.5127,-39.753,0,-1.0113,0,0.6,4,1
0,-0.5127,-39.753,0,-1.0113,0,0.6,4,0
0,-0.48258,-39.723,0,-0.98112,0,0.7,4,1
0,-0.48258,-39.723,0,-0.98112,0,0.7,4,0
0,-0.44981,-39.69,0,-0.94718,0,0.8,4,1
0,-0.44981,-39.69,0,-0.94718,0,0.8,4,0
0,-0.41513,-39.655,0,-0.90989,0,0.9,4,1
0,-0.41513,-39.655,0,-0.90989,0,0.9,4,0
0,-0.37929,-39.619,0,-0.86969,0,1,4,1
0,-0.37929,-39.619,0,-0.86969,0,1,4,0
0,-0.34305,-39.583,0,-0.82705,0,1.1,4,1
0,-0.34305,-39.583,0,-0.82705,0,1.1,4,0
0,-0.30712,-39.547,0,-0.78249,0,1.2,4,1
0,-0.30712,-39.547,0,-0.78249,0,1.2,4,0
0,-0.27215,-39.512,0,-0.73654,0,1.3,4,1
0,-0.27215,-39.512,0,-0.73654,0,1.3,4,0
0,-0.23869,-39.479,0,-0.68973,0,1.4,4,1
0,-0.23869,-39.479,0,-0.68973,0,1.4,4,0
0,-0.2072,-39.447,0,-0.64257,0,1.5,4,1
0,-0.2072,-39.447,0,-0.64257,0,1.5,4,0
0,-0.17802,-39.418,0,-0.59556,0,1.6,4,1
0,-0.17802,-39.418,0,-0.59556,0,1.6,4,0
0,-0.15138,-39.391,0,-0.54915,0,1.7,4,1
0,-0.15138,-39.391,0,-0.54915,0,1.7,4,0
0,-0.12741,-39.367,0,-0.50375,0,1.8,4,1
0,-0.12741,-39.367,0,-0.50375,0,1.8,4,0
0,-0.10613,-39.346,0,-0.45972,0,1.9,4,1
0,-0.10613,-39.346,0,-0.45972,0,1.9,4,0
0,-0.087497,-39.327,0,-0.41737,0,2,4,1
0,-0.087497,-39.327,0,-0.41737,0,2,4,0
0,-0.071384,-39.311,0,-0.37695,0,2.1,4,1
0,-0.071384,-39.311,0,-0.37695,0,2.1,4,0
0,-0.057628,-39.298,0,-0.33864,0,2.2,4,1
0,-0.057628,-39.298,0,-0.33864,0,2.2,4,0
0,-0.046027,-39.286,0,-0.30261,0,2.3,4,1
0,-0.046027,-39.286,0,-0.30261,0,2.3,4,0
0,-0.036363,-39.276,0,-0.26894,0,2.4,4,1
0,-0.036363,-39.276,0,-0.26894,0,2.4,4,0
0,-0.028408,-39.268,0,-0.23767,0,2.5,4,1
0,-0.028408,-39.268,0,-0.23767,0,2.5,4,0
0,-0.021937,-39.262,0,-0.20883,0,2.6,4,1
0,-0.021937,-39.262,0,-0.20883,0,2.6,4,0
0,-0.016738,-39.257,0,-0.18238,0,2.7,4,1
0,-0.016738,-39.257,0,-0.18238,0,2.7,4,0
0,-0.012609,-39.253,0,-0.15827,0,2.8,4,1
0,-0.012609,-39.253,0,-0.15827,0,2.8,4,0
0,-0.0093718,-39.249,0,-0.13642,0,2.9,4,1
0,-0.0093718,-39.249,0,-0.13642,0,2.9,4,0
0,-0.0068623,-39.247,0,-0.1167,0,3,4,1
0,-0.0068623,-39.247,0,-0.1167,0,3,4,0
0,-0.0049403,-39.245,0,-0.098991,0,3.1,4,1
0,-0.0049403,-39.245,0,-0.098991,0,3.1,4,0
0,-0.0034863,-39.243,0,-0.083122,0,3.2,4,1
0,-0.0034863,-39.243,0,-0.083122,0,3.2,4,0
0,-0.0023999,-39.242,0,-0.068924,0,3.3,4,1
0,-0.0023999,-39.242,0,-0.068924,0,3.3,4,0
0,-0.0015997,-39.242,0,-0.056221,0,3.4,4,1
0,-0.0015997,-39.242,0,-0.056221,0,3.4,4,0
0,-0.0010195,-39.241,0,-0.044814,0,3.5,4,1
0,-0.0010195,-39.241,0,-0.044814,0,3.5,4,0
0,-0.00060736,-39.241,0,-0.034494,0,3.6,4,1
0,-0.00060736,-39.241,0,-0.034494,0,3.6,4,0
0,-0.00032438,-39.24,0,-0.02506,0,3.7,4,1
0,-0.00032438,-39.24,0,-0.02506,0,3.7,4,0
0,-0.00014198,-39.24,0,-0.016306,0,3.8,4,1
0,-0.00014198,-39.24,0,-0.016306,0,3.8,4,0
0,-4.0416e-05,-39.24,0,-0.0080269,0,3.9,4,1
0,-4.0416e-05,-39.24,0,-0.0080269,0,3.9,4,0
0,-7.929e-06,-39.24,0,-0.0039814,0,4,4,1
0,-7.929e-06,-39.24,0,-0.0039814,0,4,4,0
