"alpha.water","p_rgh","p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.99961,2315.8,1825.5,6.405,-0.055292,0,4,0,0
0.9927,2290.1,1319.7,6.4693,-0.091559,0,4,0.1,0
0.9927,2290.1,1319.7,6.4693,-0.091559,0,4,0.1,1
0.99961,2315.8,1825.5,6.405,-0.055292,0,4,0,1
0.7359,1580.4,258.46,6.3724,-0.20433,1.869e-22,4,0.2,0
0.7359,1580.4,258.46,6.3724,-0.20433,1.869e-22,4,0.2,1
0.24301,449.31,-149.01,4.7089,-0.49172,-4.6181e-20,4,0.3,0
0.24301,449.31,-149.01,4.7089,-0.49172,-4.6181e-20,4,0.3,1
1.3136e-07,2.3179,-1.6067,2.0838,-0.38564,-4.6368e-20,4,0.4,0
1.3136e-07,2.3179,-1.6067,2.0838,-0.38564,-4.6368e-20,4,0.4,1
9.2806e-08,2.3178,-2.5876,0.18767,0.13933,-1.2732e-20,4,0.5,0
9.2806e-08,2.3178,-2.5876,0.18767,0.13933,-1.2732e-20,4,0.5,1
8.6039e-09,2.3176,-3.5685,-0.61556,0.40101,-2.4209e-20,4,0.6,0
8.6039e-09,2.3176,-3.5685,-0.61556,0.40101,-2.4209e-20,4,0.6,1
2.0352e-12,2.3176,-4.5494,-0.4621,0.40664,-1.1478e-20,4,0.7,0
2.0352e-12,2.3176,-4.5494,-0.4621,0.40664,-1.1478e-20,4,0.7,1
2.5993e-13,2.3176,-5.5304,-0.19178,0.312,0,4,0.8,0
2.5993e-13,2.3176,-5.5304,-0.19178,0.312,0,4,0.8,1
2.2921e-13,2.3176,-6.5114,-0.093025,0.23891,0,4,0.9,0
2.2921e-13,2.3176,-6.5114,-0.093025,0.23891,0,4,0.9,1
1.3295e-13,2.3176,-7.4924,-0.083065,0.19246,0,4,1,0
1.3295e-13,2.3176,-7.4924,-0.083065,0.19246,0,4,1,1
2.2701e-14,2.3176,-8.4734,-0.090165,0.15681,1.8683e-21,4,1.1,0
2.2701e-14,2.3176,-8.4734,-0.090165,0.15681,1.8683e-21,4,1.1,1
4.1871e-16,2.3176,-9.4544,-0.10319,0.12857,3.5757e-21,4,1.2,0
4.1871e-16,2.3176,-9.4544,-0.10319,0.12857,3.5757e-21,4,1.2,1
8.5533e-19,2.3176,-10.435,-0.12002,0.10586,1.7074e-21,4,1.3,0
8.5533e-19,2.3176,-10.435,-0.12002,0.10586,1.7074e-21,4,1.3,1
2.6464e-21,2.3176,-11.416,-0.13857,0.087296,0,4,1.4,0
2.6464e-21,2.3176,-11.416,-0.13857,0.087296,0,4,1.4,1
1.168e-23,2.3176,-12.397,-0.15768,0.071922,0,4,1.5,0
1.168e-23,2.3176,-12.397,-0.15768,0.071922,0,4,1.5,1
4.429e-26,2.3176,-13.378,-0.17652,0.059047,0,4,1.6,0
4.429e-26,2.3176,-13.378,-0.17652,0.059047,0,4,1.6,1
1.4295e-28,2.3176,-14.359,-0.1945,0.048269,0,4,1.7,0
1.4295e-28,2.3176,-14.359,-0.1945,0.048269,0,4,1.7,1
4.0059e-31,2.3176,-15.34,-0.21123,0.039234,0,4,1.8,0
4.0059e-31,2.3176,-15.34,-0.21123,0.039234,0,4,1.8,1
9.7426e-34,2.3176,-16.321,-0.22641,0.031607,0,4,1.9,0
9.7426e-34,2.3176,-16.321,-0.22641,0.031607,0,4,1.9,1
2.0492e-36,2.3176,-17.302,-0.2398,0.025179,0,4,2,0
2.0492e-36,2.3176,-17.302,-0.2398,0.025179,0,4,2,1
3.7217e-39,2.3176,-18.283,-0.25124,0.019812,0,4,2.1,0
3.7217e-39,2.3176,-18.283,-0.25124,0.019812,0,4,2.1,1
5.7972e-42,2.3176,-19.264,-0.26068,0.01528,0,4,2.2,0
5.7972e-42,2.3176,-19.264,-0.26068,0.01528,0,4,2.2,1
7.0065e-45,2.3176,-20.245,-0.26807,0.011508,1.7262e-21,4,2.3,0
7.0065e-45,2.3176,-20.245,-0.26807,0.011508,1.7262e-21,4,2.3,1
0,2.3176,-21.226,-0.27353,0.0085392,3.5489e-21,4,2.4,0
0,2.3176,-21.226,-0.27353,0.0085392,3.5489e-21,4,2.4,1
0,2.3176,-22.207,-0.27725,0.0061729,1.8227e-21,4,2.5,0
0,2.3176,-22.207,-0.27725,0.0061729,1.8227e-21,4,2.5,1
