"alpha.water","p_rgh","p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
1,9917,9671.8,0,0,0,0,0,0
1,9956,9956,0,0,0,0.1,0,0
1,10010,10010,0,0,0,0.2,0,0
1,10008,10008,0,0,0,0.3,0,0
1,9932.6,9932.6,0,0,0,0.4,0,0
1,9788.4,9788.4,0,0,0,0.5,0,0
1,9600.7,9600.7,0,0,0,0.6,0,0
1,9387.6,9387.6,0,0,0,0.7,0,0
1,9154.2,9154.2,0,0,0,0.8,0,0
1,8900.4,8900.4,0,0,0,0.9,0,0
1,8625,8625,0,0,0,1,0,0
1,8327.7,8327.7,0,0,0,1.1,0,0
1,8009.4,8009.4,0,0,0,1.2,0,0
1,7672.4,7672.4,0,0,0,1.3,0,0
1,7320.2,7320.2,0,0,0,1.4,0,0
1,6957.3,6957.3,0,0,0,1.5,0,0
1,6588.4,6588.4,0,0,0,1.6,0,0
1,6220.7,6220.7,0,0,0,1.7,0,0
1,5863.8,5863.8,0,0,0,1.8,0,0
1,5524.2,5524.2,0,0,0,1.9,0,0
1,5205.2,5205.2,0,0,0,2,0,0
1,4910.2,4910.2,0,0,0,2.1,0,0
1,4641.6,4641.6,0,0,0,2.2,0,0
1,4400.5,4400.5,0,0,0,2.3,0,0
1,4187.7,4187.7,0,0,0,2.4,0,0
1,4000.7,4000.7,0,0,0,2.5,0,0
1,3832.3,3832.3,0,0,0,2.6,0,0
1,3670.7,3670.7,0,0,0,2.7,0,0
1,3501.7,3501.7,0,0,0,2.8,0,0
0.99999,3321.7,3321.7,0,0,0,2.9,0,0
0.99999,3147.3,3147.3,0,0,0,3,0,0
0.99999,2998.3,2998.3,0,0,0,3.1,0,0
0.99999,2875.4,2875.4,0,0,0,3.2,0,0
0.99999,2755.7,2755.7,0,0,0,3.3,0,0
0.99999,2605.2,2605.2,0,0,0,3.4,0,0
0.99998,2399.6,2399.6,0,0,0,3.5,0,0
0.99998,2152.6,2152.6,0,0,0,3.6,0,0
0.99996,1915.7,1915.7,0,0,0,3.7,0,0
0.99991,1636.9,1636.9,0,0,0,3.8,0,0
0.92907,1221.4,1221.4,0,0,0,3.9,0,0
0.85828,810.44,599.91,3.3053,-0.027866,0,4,0,0
1,9894.6,8913.6,0,0,0,0,0.1,0
1,9931.2,8950.2,0.013896,-0.089123,0,0.1,0.1,0
1,9982.2,9001.2,0.19019,-0.21733,0,0.2,0.1,0
1,9977.3,8996.3,0.44191,-0.26434,0,0.3,0.1,0
1,9899.4,8918.4,0.6993,-0.25773,0,0.4,0.1,0
1,9755.3,8774.3,0.93835,-0.23335,0,0.5,0.1,0
1,9569.4,8588.4,1.1544,-0.21195,0,0.6,0.1,0
1,9357.8,8376.8,1.3552,-0.20025,-2.2872e-21,0.7,0.1,0
1,9124.9,8143.9,1.5515,-0.19768,-4.62e-21,0.8,0.1,0
1,8869.8,7888.8,1.7509,-0.20133,-2.3328e-21,0.9,0.1,0
1,8591.8,7610.8,1.9572,-0.20822,0,1,0.1,0
1,8290.8,7309.8,2.1717,-0.21619,2.4336e-21,1.1,0.1,0
1,7967.9,6986.9,2.3941,-0.224,5.1322e-21,1.2,0.1,0
1,7625.9,6644.9,2.6235,-0.23099,2.6986e-21,1.3,0.1,0
1,7268.9,6287.9,2.8588,-0.23673,0,1.4,0.1,0
1,6901.9,5920.9,3.0989,-0.24052,0,1.5,0.1,0
1,6529.5,5548.5,3.3416,-0.24115,0,1.6,0.1,0
1,6159.4,5178.4,3.5836,-0.2385,0,1.7,0.1,0
1,5801.9,4820.9,3.8217,-0.23344,0,1.8,0.1,0
1,5463.1,4482.1,4.0538,-0.22617,0,1.9,0.1,0
1,5146.2,4165.2,4.2784,-0.21698,0,2,0.1,0
1,4855.5,3874.5,4.4947,-0.20701,4.8188e-21,2.1,0.1,0
1,4593,3612,4.7029,-0.19646,9.4369e-21,2.2,0.1,0
1,4358.7,3377.7,4.9024,-0.18501,4.6181e-21,2.3,0.1,0
1,4152.6,3171.6,5.0906,-0.17314,0,2.4,0.1,0
1,3971,2990,5.2657,-0.1627,0,2.5,0.1,0
1,3806.6,2825.6,5.4298,-0.15618,0,2.6,0.1,0
1,3647.8,2666.8,5.5872,-0.15186,-2.3807e-21,2.7,0.1,0
1,3481.3,2500.3,5.7378,-0.14274,-7.2584e-21,2.8,0.1,0
0.99999,3306,2325,5.8728,-0.12388,-7.3068e-21,2.9,0.1,0
0.99999,3138.2,2157.2,5.9815,-0.099291,-2.4292e-21,3,0.1,0
0.99999,2994.9,2013.9,6.0637,-0.079163,0,3.1,0.1,0
0.99999,2875.6,1894.6,6.1332,-0.070182,0,3.2,0.1,0
0.99999,2761.4,1780.4,6.2058,-0.068232,0,3.3,0.1,0
0.99963,2617.5,1637.1,6.2843,-0.060815,0,3.4,0.1,0
0.99749,2409.3,1432,6.3542,-0.042698,0,3.5,0.1,0
0.99224,2145.1,1175.5,6.4007,-0.029243,0,3.6,0.1,0
0.97908,1908.4,958.15,6.4368,-0.035702,0,3.7,0.1,0
0.93037,1648.9,770.18,6.5,-0.064133,0,3.8,0.1,0
0.71782,1098.3,497.41,6.6825,-0.1024,0,3.9,0.1,0
0.54432,367.32,-13.261,6.8215,-0.12094,0,4,0.1,0
1,9830.2,7868.2,0,0,0,0,0.2,0
1,9861.3,7899.3,0.038393,-0.1906,1.0891e-20,0.1,0.2,0
1,9903,7941,0.22402,-0.43641,1.1708e-20,0.2,0.2,0
1,9889.3,7927.3,0.46834,-0.51874,4.1993e-21,0.3,0.2,0
1,9804.9,7842.9,0.70894,-0.5,0,0.4,0.2,0
1,9661.2,7699.2,0.92947,-0.4526,0,0.5,0.2,0
1,9479.6,7517.6,1.1325,-0.41482,0,0.6,0.2,0
1,9271.3,7309.3,1.328,-0.39695,-4.2584e-21,0.7,0.2,0
1,9037.8,7075.8,1.5253,-0.3961,-8.666e-21,0.8,0.2,0
1,8777.9,6815.9,1.729,-0.40598,-4.4076e-21,0.9,0.2,0
1,8491.2,6529.2,1.9408,-0.42094,0,1,0.2,0
1,8178.2,6216.2,2.1603,-0.43713,1.829e-21,1.1,0.2,0
1,7841.5,5879.5,2.386,-0.45236,3.8543e-21,1.2,0.2,0
1,7485,5523,2.6166,-0.46534,2.0253e-21,1.3,0.2,0
1,7114.6,5152.6,2.8523,-0.47573,0,1.4,0.2,0
1,6736.6,4774.6,3.095,-0.48252,0,1.5,0.2,0
1,6354.7,4392.7,3.3435,-0.4823,0,1.6,0.2,0
1,5979.8,4017.8,3.593,-0.47526,0,1.7,0.2,0
1,5623,3661,3.8393,-0.46494,0,1.8,0.2,0
0.99999,5284.3,3322.3,4.0812,-0.45177,0,1.9,0.2,0
