"alpha.water","p_rgh","p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
1,32744,32744,0,0,0,-8,0,0
1,32736,32736,0,0,0,-7.9,0,0
1,32736,32736,0,0,0,-7.9,0,1
1,32744,32744,0,0,0,-8,0,1
1,32712,32712,0,0,0,-7.8,0,0
1,32712,32712,0,0,0,-7.8,0,1
1,32672,32672,0,0,0,-7.7,0,0
1,32672,32672,0,0,0,-7.7,0,1
1,32616,32616,0,0,0,-7.6,0,0
1,32616,32616,0,0,0,-7.6,0,1
1,32544,32544,0,0,0,-7.5,0,0
1,32544,32544,0,0,0,-7.5,0,1
1,32456,32456,0,0,0,-7.4,0,0
1,32456,32456,0,0,0,-7.4,0,1
1,32352,32352,0,0,0,-7.3,0,0
1,32352,32352,0,0,0,-7.3,0,1
1,32231,32231,0,0,0,-7.2,0,0
1,32231,32231,0,0,0,-7.2,0,1
1,32094,32094,0,0,0,-7.1,0,0
1,32094,32094,0,0,0,-7.1,0,1
1,31941,31941,0,0,0,-7,0,0
1,31941,31941,0,0,0,-7,0,1
1,31770,31770,0,0,0,-6.9,0,0
1,31770,31770,0,0,0,-6.9,0,1
1,31584,31584,0,0,0,-6.8,0,0
1,31584,31584,0,0,0,-6.8,0,1
1,31381,31381,0,0,0,-6.7,0,0
1,31381,31381,0,0,0,-6.7,0,1
1,31158,31158,0,0,0,-6.6,0,0
1,31158,31158,0,0,0,-6.6,0,1
1,30918,30918,0,0,0,-6.5,0,0
1,30918,30918,0,0,0,-6.5,0,1
1,30658,30658,0,0,0,-6.4,0,0
1,30658,30658,0,0,0,-6.4,0,1
1,30379,30379,0,0,0,-6.3,0,0
1,30379,30379,0,0,0,-6.3,0,1
1,30080,30080,0,0,0,-6.2,0,0
1,30080,30080,0,0,0,-6.2,0,1
1,29760,29760,0,0,0,-6.1,0,0
1,29760,29760,0,0,0,-6.1,0,1
1,29419,29419,0,0,0,-6,0,0
1,29419,29419,0,0,0,-6,0,1
1,29054,29054,0,0,0,-5.9,0,0
1,29054,29054,0,0,0,-5.9,0,1
1,28666,28666,0,0,0,-5.8,0,0
1,28666,28666,0,0,0,-5.8,0,1
1,28252,28252,0,0,0,-5.7,0,0
1,28252,28252,0,0,0,-5.7,0,1
1,27812,27812,0,0,0,-5.6,0,0
1,27812,27812,0,0,0,-5.6,0,1
1,27344,27344,0,0,0,-5.5,0,0
1,27344,27344,0,0,0,-5.5,0,1
1,26847,26847,0,0,0,-5.4,0,0
1,26847,26847,0,0,0,-5.4,0,1
1,26317,26317,0,0,0,-5.3,0,0
1,26317,26317,0,0,0,-5.3,0,1
1,25755,25755,0,0,0,-5.2,0,0
1,25755,25755,0,0,0,-5.2,0,1
1,25156,25156,0,0,0,-5.1,0,0
1,25156,25156,0,0,0,-5.1,0,1
1,24520,24520,0,0,0,-5,0,0
1,24520,24520,0,0,0,-5,0,1
1,23844,23844,0,0,0,-4.9,0,0
1,23844,23844,0,0,0,-4.9,0,1
1,23126,23126,0,0,0,-4.8,0,0
1,23126,23126,0,0,0,-4.8,0,1
1,22363,22363,0,0,0,-4.7,0,0
1,22363,22363,0,0,0,-4.7,0,1
1,21552,21552,0,0,0,-4.6,0,0
1,21552,21552,0,0,0,-4.6,0,1
1,20693,20693,0,0,0,-4.5,0,0
1,20693,20693,0,0,0,-4.5,0,1
1,19781,19781,0,0,0,-4.4,0,0
1,19781,19781,0,0,0,-4.4,0,1
1,18818,18818,0,0,0,-4.3,0,0
1,18818,18818,0,0,0,-4.3,0,1
1,17800,17800,0,0,0,-4.2,0,0
1,17800,17800,0,0,0,-4.2,0,1
1,16728,16728,0,0,0,-4.1,0,0
1,16728,16728,0,0,0,-4.1,0,1
1,15604,15604,0,0,0,-4,0,0
1,15604,15604,0,0,0,-4,0,1
1,14430,14430,0,0,0,-3.9,0,0
1,14430,14430,0,0,0,-3.9,0,1
1,13214,13214,0,0,0,-3.8,0,0
1,13214,13214,0,0,0,-3.8,0,1
1,11964,11964,0,0,0,-3.7,0,0
1,11964,11964,0,0,0,-3.7,0,1
1,10696,10696,0,0,0,-3.6,0,0
1,10696,10696,0,0,0,-3.6,0,1
1,9425.6,9425.6,0,0,0,-3.5,0,0
1,9425.6,9425.6,0,0,0,-3.5,0,1
1,8177.7,8177.7,0,0,0,-3.4,0,0
1,8177.7,8177.7,0,0,0,-3.4,0,1
1,6980.3,6980.3,0,0,0,-3.3,0,0
1,6980.3,6980.3,0,0,0,-3.3,0,1
1,5864.8,5864.8,0,0,0,-3.2,0,0
1,5864.8,5864.8,0,0,0,-3.2,0,1
1,4859.4,4859.4,0,0,0,-3.1,0,0
1,4859.4,4859.4,0,0,0,-3.1,0,1
1,3982.1,3982.1,0,0,0,-3,0,0
1,3982.1,3982.1,0,0,0,-3,0,1
1,3236.6,3236.6,0,0,0,-2.9,0,0
1,3236.6,3236.6,0,0,0,-2.9,0,1
1,2602.4,2602.4,0,0,0,-2.8,0,0
1,2602.4,2602.4,0,0,0,-2.8,0,1
0.99998,2043.4,2043.4,0,0,0,-2.7,0,0
0.99998,2043.4,2043.4,0,0,0,-2.7,0,1
0.99985,1517,1517,0,0,0,-2.6,0,0
0.99985,1517,1517,0,0,0,-2.6,0,1
0.93355,1079.8,1079.8,0,0,0,-2.5,0,0
0.93355,1079.8,1079.8,0,0,0,-2.5,0,1
0.55886,598.13,598.13,0,0,0,-2.4,0,0
0.55886,598.13,598.13,0,0,0,-2.4,0,1
0.1289,180.31,180.31,0,0,0,-2.3,0,0
0.1289,180.31,180.31,0,0,0,-2.3,0,1
0.0043427,49.502,49.502,0,0,0,-2.2,0,0
0.0043427,49.502,49.502,0,0,0,-2.2,0,1
0.00070063,26.38,26.38,0,0,0,-2.1,0,0
0.00070063,26.38,26.38,0,0,0,-2.1,0,1
9.2918e-05,21.002,21.002,0,0,0,-2,0,0
9.2918e-05,21.002,21.002,0,0,0,-2,0,1
1.0367e-05,18.678,18.678,0,0,0,-1.9,0,0
1.0367e-05,18.678,18.678,0,0,0,-1.9,0,1
9.9715e-07,16.717,16.717,0,0,0,-1.8,0,0
9.9715e-07,16.717,16.717,0,0,0,-1.8,0,1
8.3831e-08,15.093,15.093,0,0,0,-1.7,0,0
8.3831e-08,15.093,15.093,0,0,0,-1.7,0,1
6.2139e-09,13.739,13.739,0,0,0,-1.6,0,0
6.2139e-09,13.739,13.739,0,0,0,-1.6,0,1
4.0991e-10,12.582,12.582,0,0,0,-1.5,0,0
4.0991e-10,12.582,12.582,0,0,0,-1.5,0,1
2.4649e-11,11.589,11.589,0,0,0,-1.4,0,0
2.4649e-11,11.589,11.589,0,0,0,-1.4,0,1
1.7528e-12,10.729,10.729,0,0,0,-1.3,0,0
1.7528e-12,10.729,10.729,0,0,0,-1.3,0,1
1.5964e-13,9.9774,9.9774,0,0,0,-1.2,0,0
1.5964e-13,9.9774,9.9774,0,0,0,-1.2,0,1
1.0309e-14,9.3147,9.3147,0,0,0,-1.1,0,0
1.0309e-14,9.3147,9.3147,0,0,0,-1.1,0,1
4.1939e-16,8.725,8.725,0,0,0,-1,0,0
4.1939e-16,8.725,8.725,0,0,0,-1,0,1
1.5187e-17,8.196,8.196,0,0,0,-0.9,0,0
1.5187e-17,8.196,8.196,0,0,0,-0.9,0,1
5.1873e-19,7.7178,7.7178,0,0,0,-0.8,0,0
5.1873e-19,7.7178,7.7178,0,0,0,-0.8,0,1
1.6477e-20,7.2824,7.2824,0,0,0,-0.7,0,0
1.6477e-20,7.2824,7.2824,0,0,0,-0.7,0,1
4.8805e-22,6.8837,6.8837,0,0,0,-0.6,0,0
4.8805e-22,6.8837,6.8837,0,0,0,-0.6,0,1
1.3522e-23,6.5164,6.5164,0,0,0,-0.5,0,0
1.3522e-23,6.5164,6.5164,0,0,0,-0.5,0,1
3.5138e-25,6.1765,6.1765,0,0,0,-0.4,0,0
3.5138e-25,6.1765,6.1765,0,0,0,-0.4,0,1
8.586e-27,5.8603,5.8603,0,0,0,-0.3,0,0
8.586e-27,5.8603,5.8603,0,0,0,-0.3,0,1
